0;1
Skal Labissiere;35.0
Tyler Zeller;35.0
Troy Daniels;34.0
Nick Young;34.0
Miles Plumlee;33.0
Roy Hibbert;33.0
Marvin Williams;32.0
Maxi Kleber;32.0
Sean Kilpatrick;31.0
Malik Monk;31.0
Marcus Thornton;31.0
Lauri Markkanen;30.0
Nikola Mirotic;30.0
Taurean Waller-Prince;29.0
Kent Bazemore;29.0
Trevor Ariza;28.0
Josh Hart;28.0
Seth Curry;27.0
Joe Harris;27.0
Jerome Robinson;26.0
Randy Foye;26.0
Sasha Vujacic;26.0
Jameer Nelson;25.0
Matthew Dellavedova;25.0
Jae Crowder;24.0
Kentavious Caldwell-Pope;24.0
JaKarr Sampson;23.0
Jarell Martin;23.0
Kenneth Faried;22.0
Ivica Zubac;22.0
Marcus Morris;21.0
Rudy Gay;21.0
Jeremy Lamb;21.0
Harrison Barnes;21.0
Jaylen Brown;21.0
Gordon Hayward;20.0
Khris Middleton;20.0
Jrue Holiday;19.0
Goran Dragic;19.0
Tyler Dorsey;18.0
Frank Jackson;18.0
Wayne Selden;18.0
Ish Smith;17.0
Markelle Fultz;17.0
Elfrid Payton;17.0
Domantas Sabonis;16.0
Pau Gasol;16.0
Dirk Nowitzki;15.0
Kyle Kuzma;15.0
Derrick Jones Jr.;14.0
Thabo Sefolosha;14.0
Royce O'Neale;14.0
Maurice Harkless;14.0
Jerami Grant;14.0
Dennis Smith Jr.;13.0
Emmanuel Mudiay;13.0
Kyle Korver;12.0
Davis Bertans;12.0
Monte Morris;11.0
Darren Collison;11.0
Cheick Diallo;10.0
Willie Reed;10.0
Caris LeVert;9.0
Jalen Brunson;9.0
Mario Chalmers;9.0
Jeremy Lin;9.0
Tim Hardaway Jr.;8.0
Buddy Hield;8.0
Dillon Brooks;7.0
Avery Bradley;7.0
Dewayne Dedmon;6.0
Ian Mahinmi;6.0
Deyonta Davis;6.0
Larry Nance;6.0
JaMychal Green;6.0
Robin Lopez;6.0
Taj Gibson;6.0
Cristiano Felicio;6.0
Kevon Looney;6.0
Jon Leuer;6.0
Willie Cauley-Stein;6.0
John Henson;6.0
Aron Baynes;6.0
Trevor Booker;6.0
Cole Aldrich;6.0
Timofey Mozgov;6.0
Jeff Withey;6.0
Gorgui Dieng;6.0
Khem Birch;6.0
Tarik Black;6.0
Kosta Koufos;6.0
Cody Zeller;6.0
Tyler Ennis;5.0
Andrew Harrison;5.0
Elie Okobo;5.0
Malcolm Delaney;5.0
Shelvin Mack;5.0
Raymond Felton;5.0
Andre Roberson;4.0
P.J. Tucker;4.0
Brandon Ingram;3.0
Alec Burks;3.0
Juan Hernangomez;2.0
Glenn Robinson III;2.0
Glenn Robinson;2.0
Malik Beasley;2.0
Gerald Henderson;2.0
Gerald Green;2.0
Marco Belinelli;2.0
Garrett Temple;2.0
Furkan Korkmaz;2.0
Georges Niang;2.0
Jake Layman;2.0
Luke Kornet;2.0
Jason Smith;2.0
Josh Okogie;2.0
Justin Holiday;2.0
Justin Jackson;2.0
K.J. McDaniels;2.0
John Jenkins;2.0
Keita Bates-Diop;2.0
Joffrey Lauvergne;2.0
Kelly Oubre;2.0
Joe Johnson;2.0
Jodie Meeks;2.0
Kevin Huerter;2.0
Jerryd Bayless;2.0
Jerian Grant;2.0
Jeff Green;2.0
Kris Humphries;2.0
Luke Kennard;2.0
Jared Dudley;2.0
James Ennis;2.0
Kyle Singler;2.0
Lance Thomas;2.0
Landry Shamet;2.0
Langston Galloway;2.0
J.R. Smith;2.0
Leandro Barbosa;2.0
Luis Scola;2.0
Luke Babbitt;2.0
Isaiah Canaan;2.0
Iman Shumpert;2.0
Ian Clark;2.0
Hollis Thompson;2.0
Frank Kaminsky;2.0
Nik Stauskas;2.0
Mario Hezonja;2.0
Trey Lyles;2.0
Torrey Craig;2.0
Tony Snell;2.0
Timothe Luwawu-Cabarrot;2.0
Tim Hardaway;2.0
Thon Maker;2.0
Brandon Rush;2.0
Brian Roberts;2.0
Bryn Forbes;2.0
T.J. Leaf;2.0
C.J. Miles;2.0
Sviatoslav Mykhailiuk;2.0
Sterling Brown;2.0
Solomon Hill;2.0
Cedi Osman;2.0
Chandler Parsons;2.0
Channing Frye;2.0
Chase Budinger;2.0
Treveon Graham;2.0
Beno Udrih;2.0
Evan Fournier;2.0
Ben McLemore;2.0
Abdel Nader;2.0
Zach Collins;2.0
Yogi Ferrell;2.0
Wilson Chandler;2.0
Wesley Matthews;2.0
Alfonzo McKinnie;2.0
Allen Crabbe;2.0
Wesley Johnson;2.0
Wesley Iwundu;2.0
Wayne Ellington;2.0
Vince Carter;2.0
Tyler Johnson;2.0
Ty Lawson;2.0
Anthony Tolliver;2.0
Arron Afflalo;2.0
Austin Rivers;2.0
Troy Williams;2.0
Sindarius Thornwell;2.0
Shaquille Harrison;2.0
Shane Larkin;2.0
Raul Neto;2.0
Quincy Acy;2.0
Patrick Patterson;2.0
Pat Connaughton;2.0
Norman Powell;2.0
Derrick Williams;2.0
Devin Harris;2.0
Miles Bridges;2.0
Dorian Finney-Smith;2.0
Doug McDermott;2.0
Mike Scott;2.0
Mike Muscala;2.0
Mike Dunleavy;2.0
Meyers Leonard;2.0
E'Twaun Moore;2.0
Marquese Chriss;2.0
Markieff Morris;2.0
Ersan Ilyasova;2.0
Quinn Cook;2.0
DeMarre Carroll;2.0
Danuel House;2.0
DeAndre' Bembry;2.0
Corey Brewer;2.0
Courtney Lee;2.0
Semi Ojeleye;2.0
D.J. Wilson;2.0
Sam Dekker;2.0
Damyean Dotson;2.0
Dante Cunningham;2.0
Dante Exum;2.0
