;epsilon;min_size;score;nb_clusters;var_portion
578;0.29000000000000004;4.0;0.07574589555162978;5.0;0.8000000000000002
815;0.43000000000000005;2.0;0.011417724141798207;5.0;0.9000000000000002
479;0.37000000000000005;2.0;0.18245741242820343;5.0;0.7500000000000001
418;0.22000000000000003;7.0;-0.2454199211328806;5.0;0.7500000000000001
822;0.5000000000000001;2.0;0.04693806655720551;5.0;0.9000000000000002
480;0.38000000000000006;2.0;0.12636079036499273;5.0;0.7500000000000001
534;0.22000000000000003;7.0;-0.2454199211328806;5.0;0.8000000000000002
447;0.27;4.0;-0.1078533882147246;5.0;0.7500000000000001
598;0.4000000000000001;2.0;0.12476643096044136;5.0;0.8000000000000002
595;0.37000000000000005;2.0;0.18245741242820343;5.0;0.8000000000000002
526;0.21000000000000002;5.0;-0.19728409040281997;5.0;0.8000000000000002
596;0.38000000000000006;2.0;0.12636079036499273;5.0;0.8000000000000002
481;0.39000000000000007;2.0;0.12476643096044136;5.0;0.7500000000000001
597;0.39000000000000007;2.0;0.12476643096044136;5.0;0.8000000000000002
563;0.27;4.0;-0.1078533882147246;5.0;0.8000000000000002
505;0.16000000000000003;4.0;-0.31803044749895104;5.0;0.8000000000000002
482;0.4000000000000001;2.0;0.12476643096044136;5.0;0.7500000000000001
462;0.29000000000000004;4.0;0.07574589555162978;5.0;0.7500000000000001
293;0.17000000000000004;8.0;-0.10192939208005262;5.0;0.7000000000000001
33;0.09000000000000001;6.0;-0.12993993606272625;5.0;0.6
193;0.15000000000000002;4.0;0.1936628668114729;5.0;0.65
307;0.19;7.0;-0.11599578252629189;5.0;0.7000000000000001
299;0.18000000000000005;6.0;-0.11767578659697693;5.0;0.7000000000000001
95;0.21000000000000002;2.0;0.13317854515085883;5.0;0.6
140;0.07;8.0;-0.18122585265710583;5.0;0.65
655;0.27;5.0;-0.20838488244808717;5.0;0.8500000000000002
719;0.18000000000000005;2.0;-0.3488256675760793;5.0;0.9000000000000002
149;0.08000000000000002;9.0;-0.16457402391748788;5.0;0.65
656;0.27;6.0;-0.22384856682893772;5.0;0.8500000000000002
779;0.34;3.0;-0.10701659530717096;5.0;0.9000000000000002
154;0.09000000000000001;6.0;-0.12993993606272625;5.0;0.65
283;0.16000000000000003;5.0;-0.16774989608622976;5.0;0.7000000000000001
156;0.09000000000000001;8.0;-0.14224975963679534;5.0;0.65
157;0.09000000000000001;9.0;-0.15639314065962978;5.0;0.65
781;0.34;5.0;-0.17166601369624263;5.0;0.9000000000000002
276;0.15000000000000002;5.0;-0.19600266759830162;5.0;0.7000000000000001
677;0.30000000000000004;4.0;-0.06300586493100199;5.0;0.8500000000000002
77;0.16000000000000003;3.0;0.17099352387634326;5.0;0.6
676;0.30000000000000004;3.0;-0.04365239905619053;5.0;0.8500000000000002
35;0.09000000000000001;8.0;-0.14224975963679534;5.0;0.6
198;0.16000000000000003;3.0;0.17099352387634326;5.0;0.65
36;0.09000000000000001;9.0;-0.15639314065962978;5.0;0.6
794;0.36000000000000004;5.0;-0.12436743540328006;5.0;0.9000000000000002
257;0.11000000000000001;5.0;-0.23638161464505683;5.0;0.7000000000000001
672;0.29000000000000004;7.0;-0.1757809795050159;5.0;0.8500000000000002
246;0.07;3.0;-0.2765541718269074;5.0;0.7000000000000001
169;0.11000000000000001;6.0;-0.0470080449902339;5.0;0.65
170;0.11000000000000001;8.0;-0.10274465575318123;5.0;0.65
309;0.2;3.0;0.014410603404741042;5.0;0.7000000000000001
313;0.2;7.0;-0.10287931740160178;5.0;0.7000000000000001
365;0.33;2.0;0.13226201600569384;5.0;0.7000000000000001
363;0.32000000000000006;2.0;0.12948383708798725;5.0;0.7000000000000001
760;0.31000000000000005;6.0;-0.27142508621066386;5.0;0.9000000000000002
410;0.21000000000000002;5.0;-0.19728409040281997;5.0;0.7500000000000001
759;0.31000000000000005;5.0;-0.22971885145143756;5.0;0.9000000000000002
19;0.07;8.0;-0.18122585265710583;5.0;0.6
389;0.16000000000000003;4.0;-0.31803044749895104;5.0;0.7500000000000001
216;0.21000000000000002;2.0;0.13317854515085883;5.0;0.65
99;0.22000000000000003;2.0;0.13479537009243564;5.0;0.6
801;0.38000000000000006;3.0;-0.007341283877351345;5.0;0.9000000000000002
749;0.29000000000000004;5.0;-0.2895790598371955;5.0;0.9000000000000002
72;0.15000000000000002;4.0;0.1936628668114729;5.0;0.6
49;0.11000000000000001;8.0;-0.10274465575318123;5.0;0.6
367;0.34;2.0;0.13472099225763834;5.0;0.7000000000000001
670;0.29000000000000004;5.0;-0.08418641955023792;5.0;0.8500000000000002
360;0.31000000000000005;2.0;0.12948383708798725;5.0;0.7000000000000001
48;0.11000000000000001;6.0;-0.0470080449902339;5.0;0.6
320;0.21000000000000002;7.0;-0.0064379278309896655;5.0;0.7000000000000001
648;0.26000000000000006;5.0;-0.22543761821918;5.0;0.8500000000000002
324;0.22000000000000003;3.0;0.10196105477808494;5.0;0.7000000000000001
332;0.23000000000000004;3.0;0.11603691570803935;5.0;0.7000000000000001
643;0.25000000000000006;6.0;-0.24397568989937454;5.0;0.8500000000000002
338;0.24000000000000005;4.0;-0.11044557451381459;5.0;0.7000000000000001
220;0.22000000000000003;2.0;0.13479537009243564;5.0;0.65
28;0.08000000000000002;9.0;-0.16457402391748788;5.0;0.6
351;0.28;3.0;0.17862923890054166;5.0;0.7000000000000001
709;0.43000000000000005;2.0;0.19287686006955532;4.0;0.8500000000000002
823;0.5100000000000001;2.0;0.20329610060957573;4.0;0.9000000000000002
711;0.45000000000000007;2.0;0.21671409032497177;4.0;0.8500000000000002
724;0.21000000000000002;3.0;-0.3277030666151345;4.0;0.9000000000000002
708;0.42000000000000004;2.0;0.18524895742379327;4.0;0.8500000000000002
710;0.44000000000000006;2.0;0.21671409032497177;4.0;0.8500000000000002
601;0.43000000000000005;2.0;0.22986264685013352;4.0;0.8000000000000002
726;0.22000000000000003;3.0;-0.3277030666151345;4.0;0.9000000000000002
784;0.34;9.0;-0.22184610919946915;4.0;0.9000000000000002
816;0.44000000000000006;2.0;0.01788269330260242;4.0;0.9000000000000002
736;0.26000000000000006;4.0;-0.1971301276910878;4.0;0.9000000000000002
783;0.34;8.0;-0.20383756278000575;4.0;0.9000000000000002
831;0.5900000000000002;2.0;0.2020687256714786;4.0;0.9000000000000002
706;0.4000000000000001;2.0;0.1511019563413671;4.0;0.8500000000000002
740;0.27;5.0;-0.24226654630683697;4.0;0.9000000000000002
776;0.33;8.0;-0.23967612549530254;4.0;0.9000000000000002
773;0.33;5.0;-0.18496245911217446;4.0;0.9000000000000002
772;0.33;4.0;-0.13528817886733313;4.0;0.9000000000000002
540;0.23000000000000004;7.0;-0.218869986808914;4.0;0.8000000000000002
753;0.30000000000000004;5.0;-0.23089906011067216;4.0;0.9000000000000002
754;0.30000000000000004;6.0;-0.2727169133903212;4.0;0.9000000000000002
707;0.4100000000000001;2.0;0.1718306676581435;4.0;0.8500000000000002
817;0.45000000000000007;2.0;0.05143412094221818;4.0;0.9000000000000002
705;0.39000000000000007;2.0;0.1466039228813924;4.0;0.8500000000000002
704;0.38000000000000006;2.0;0.1430411397227916;4.0;0.8500000000000002
577;0.29000000000000004;3.0;-0.046443640046169736;4.0;0.8000000000000002
579;0.29000000000000004;5.0;0.11140688753551327;4.0;0.8000000000000002
585;0.30000000000000004;4.0;0.07334372998199339;4.0;0.8000000000000002
795;0.36000000000000004;6.0;-0.14475377022717661;4.0;0.9000000000000002
586;0.30000000000000004;5.0;0.13895967820707195;4.0;0.8000000000000002
650;0.26000000000000006;7.0;-0.23223606390305132;4.0;0.8500000000000002
649;0.26000000000000006;6.0;-0.20668358620222993;4.0;0.8500000000000002
644;0.25000000000000006;7.0;-0.21253598826950268;4.0;0.8500000000000002
637;0.24000000000000005;6.0;-0.21764484593617664;4.0;0.8500000000000002
632;0.23000000000000004;6.0;-0.222906908487246;4.0;0.8500000000000002
617;0.19;4.0;-0.28019147859786486;4.0;0.8500000000000002
610;0.16000000000000003;3.0;-0.2493465896138976;4.0;0.8500000000000002
821;0.49000000000000005;2.0;0.052117486180085174;4.0;0.9000000000000002
599;0.4100000000000001;2.0;0.2237552474212053;4.0;0.8000000000000002
600;0.42000000000000004;2.0;0.2371538408238503;4.0;0.8000000000000002
805;0.39000000000000007;3.0;-0.0545482945008616;4.0;0.9000000000000002
602;0.44000000000000006;2.0;0.21333309853716736;4.0;0.8000000000000002
657;0.27;7.0;-0.19977856690433515;4.0;0.8500000000000002
573;0.28;7.0;-0.029079976178705245;4.0;0.8000000000000002
820;0.4800000000000001;2.0;0.05083978855207858;4.0;0.9000000000000002
666;0.28;9.0;-0.22334063368467152;4.0;0.8500000000000002
691;0.32000000000000006;6.0;0.007207204476004044;4.0;0.8500000000000002
689;0.32000000000000006;4.0;-0.036106238453686296;4.0;0.8500000000000002
686;0.31000000000000005;6.0;-0.021579590302524064;4.0;0.8500000000000002
679;0.30000000000000004;6.0;-0.03818871282076131;4.0;0.8500000000000002
678;0.30000000000000004;5.0;-0.0018447082079660502;4.0;0.8500000000000002
674;0.29000000000000004;9.0;-0.17970471487570064;4.0;0.8500000000000002
673;0.29000000000000004;8.0;-0.17344823567077797;4.0;0.8500000000000002
665;0.28;8.0;-0.18921650603735535;4.0;0.8500000000000002
571;0.28;5.0;0.10190880308168894;4.0;0.8000000000000002
664;0.28;7.0;-0.18558119942333814;4.0;0.8500000000000002
808;0.4000000000000001;3.0;-0.05069920859536013;4.0;0.9000000000000002
818;0.4600000000000001;2.0;0.051087120356221885;4.0;0.9000000000000002
819;0.4700000000000001;2.0;0.05447645061664674;4.0;0.9000000000000002
565;0.27;6.0;-0.018036204516054144;4.0;0.8000000000000002
566;0.27;7.0;-0.05358356555210353;4.0;0.8000000000000002
569;0.28;3.0;-0.05026589957793802;4.0;0.8000000000000002
766;0.32000000000000006;6.0;-0.19753467970550348;4.0;0.9000000000000002
417;0.22000000000000003;6.0;-0.20809870494655336;4.0;0.7500000000000001
533;0.22000000000000003;6.0;-0.20809870494655336;4.0;0.8000000000000002
453;0.28;3.0;-0.05026589957793802;4.0;0.7500000000000001
105;0.24000000000000005;2.0;0.1280152413050224;4.0;0.6
337;0.24000000000000005;3.0;0.16193128909622334;4.0;0.7000000000000001
103;0.23000000000000004;2.0;0.1280152413050224;4.0;0.6
341;0.25000000000000006;3.0;0.17102328654352697;4.0;0.7000000000000001
345;0.26000000000000006;3.0;0.17909988007362393;4.0;0.7000000000000001
348;0.27;3.0;0.19478384433292145;4.0;0.7000000000000001
352;0.28;4.0;0.1725619192978522;4.0;0.7000000000000001
354;0.29000000000000004;3.0;0.16406602618247967;4.0;0.7000000000000001
357;0.30000000000000004;3.0;0.15418231139599906;4.0;0.7000000000000001
100;0.22000000000000003;3.0;0.246171901076288;4.0;0.6
369;0.35000000000000003;2.0;0.13254639718145145;4.0;0.7000000000000001
93;0.2;3.0;0.2252217376991536;4.0;0.6
373;0.08000000000000002;2.0;-0.2897645438828549;4.0;0.7500000000000001
378;0.12000000000000001;3.0;-0.31453689456111295;4.0;0.7500000000000001
386;0.15000000000000002;4.0;-0.3135922308609873;4.0;0.7500000000000001
89;0.19;3.0;0.20514045285183002;4.0;0.6
406;0.2;6.0;-0.20140402170156696;4.0;0.7500000000000001
424;0.23000000000000004;7.0;-0.218869986808914;4.0;0.7500000000000001
79;0.16000000000000003;5.0;0.1894379549907061;4.0;0.6
73;0.15000000000000002;6.0;0.030056099606289854;4.0;0.6
449;0.27;6.0;-0.018036204516054144;4.0;0.7500000000000001
334;0.23000000000000004;8.0;0.0017911152996080157;4.0;0.7000000000000001
329;0.22000000000000003;8.0;-0.022521112087724823;4.0;0.7000000000000001
328;0.22000000000000003;7.0;-0.014257162611797599;4.0;0.7000000000000001
155;0.09000000000000001;7.0;-0.12161198114487473;4.0;0.65
214;0.2;3.0;0.2252217376991536;4.0;0.65
200;0.16000000000000003;5.0;0.1894379549907061;4.0;0.65
221;0.22000000000000003;3.0;0.246171901076288;4.0;0.65
194;0.15000000000000002;6.0;0.030056099606289854;4.0;0.65
224;0.23000000000000004;2.0;0.1280152413050224;4.0;0.65
226;0.24000000000000005;2.0;0.1280152413050224;4.0;0.65
181;0.13;5.0;0.04699126472888315;4.0;0.65
164;0.1;9.0;-0.11608652784581225;4.0;0.65
163;0.1;7.0;-0.1023316961895219;4.0;0.65
133;0.060000000000000005;8.0;-0.1930782897593916;4.0;0.65
317;0.21000000000000002;4.0;0.09101441579844395;4.0;0.7000000000000001
132;0.060000000000000005;7.0;-0.19123941576100698;4.0;0.65
126;0.05;7.0;-0.19801698222614764;4.0;0.65
244;0.060000000000000005;3.0;-0.26883551140416706;4.0;0.7000000000000001
277;0.15000000000000002;6.0;-0.16825890380044542;4.0;0.7000000000000001
278;0.15000000000000002;7.0;-0.16350546853764045;4.0;0.7000000000000001
284;0.16000000000000003;6.0;-0.19712280073534835;4.0;0.7000000000000001
286;0.16000000000000003;8.0;-0.15356852067533566;4.0;0.7000000000000001
301;0.18000000000000005;9.0;-0.09713898052194793;4.0;0.7000000000000001
310;0.2;4.0;-0.03467987410254138;4.0;0.7000000000000001
450;0.27;7.0;-0.05358356555210353;4.0;0.7500000000000001
210;0.19;3.0;0.20514045285183002;4.0;0.65
485;0.43000000000000005;2.0;0.22986264685013352;4.0;0.7500000000000001
5;0.05;7.0;-0.19801698222614764;4.0;0.6
484;0.42000000000000004;2.0;0.2371538408238503;4.0;0.7500000000000001
60;0.13;5.0;0.04699126472888315;4.0;0.6
461;0.29000000000000004;3.0;-0.046443640046169736;4.0;0.7500000000000001
502;0.15000000000000002;4.0;-0.3135922308609873;4.0;0.8000000000000002
11;0.060000000000000005;7.0;-0.19123941576100698;4.0;0.6
494;0.12000000000000001;3.0;-0.31453689456111295;4.0;0.8000000000000002
469;0.30000000000000004;4.0;0.07334372998199339;4.0;0.7500000000000001
457;0.28;7.0;-0.029079976178705245;4.0;0.7500000000000001
522;0.2;6.0;-0.20140402170156696;4.0;0.8000000000000002
489;0.08000000000000002;2.0;-0.2897645438828549;4.0;0.8000000000000002
43;0.1;9.0;-0.11608652784581225;4.0;0.6
470;0.30000000000000004;5.0;0.13895967820707195;4.0;0.7500000000000001
463;0.29000000000000004;5.0;0.11140688753551327;4.0;0.7500000000000001
34;0.09000000000000001;7.0;-0.12161198114487473;4.0;0.6
483;0.4100000000000001;2.0;0.2237552474212053;4.0;0.7500000000000001
42;0.1;7.0;-0.1023316961895219;4.0;0.6
455;0.28;5.0;0.10190880308168894;4.0;0.7500000000000001
486;0.44000000000000006;2.0;0.21333309853716736;4.0;0.7500000000000001
12;0.060000000000000005;8.0;-0.1930782897593916;4.0;0.6
825;0.5300000000000001;2.0;0.23801233357167248;3.0;0.9000000000000002
113;0.28;2.0;0.2651259810885981;3.0;0.6
141;0.07;9.0;-0.17769622163209747;3.0;0.65
114;0.28;3.0;0.2651259810885981;3.0;0.6
824;0.5200000000000001;2.0;0.2381005469739452;3.0;0.9000000000000002
117;0.30000000000000004;2.0;0.2651259810885981;3.0;0.6
115;0.29000000000000004;2.0;0.2651259810885981;3.0;0.6
745;0.28;6.0;-0.19081015314164546;3.0;0.9000000000000002
120;0.31000000000000005;3.0;0.2651259810885981;3.0;0.6
119;0.31000000000000005;2.0;0.2651259810885981;3.0;0.6
116;0.29000000000000004;3.0;0.2651259810885981;3.0;0.6
20;0.07;9.0;-0.17769622163209747;3.0;0.6
162;0.1;6.0;-0.03914669327279637;3.0;0.65
118;0.30000000000000004;3.0;0.2651259810885981;3.0;0.6
744;0.28;5.0;-0.21225473696903105;3.0;0.9000000000000002
69;0.14;8.0;0.1018545397776978;3.0;0.6
826;0.5400000000000001;2.0;0.24397432841413083;3.0;0.9000000000000002
196;0.15000000000000002;9.0;0.0868751674828275;3.0;0.65
204;0.17000000000000004;5.0;0.23121469602019698;3.0;0.65
203;0.17000000000000004;4.0;0.1780166136866836;3.0;0.65
832;0.6000000000000002;2.0;0.2855589365627122;3.0;0.9000000000000002
712;0.4600000000000001;2.0;0.2577170915299404;3.0;0.8500000000000002
713;0.4700000000000001;2.0;0.26490089855931087;3.0;0.8500000000000002
714;0.4800000000000001;2.0;0.26740329428028703;3.0;0.8500000000000002
715;0.49000000000000005;2.0;0.27158908768978124;3.0;0.8500000000000002
716;0.5000000000000001;2.0;0.26489003433643776;3.0;0.8500000000000002
717;0.5100000000000001;2.0;0.26489003433643776;3.0;0.8500000000000002
718;0.17000000000000004;2.0;-0.3316918267591441;3.0;0.9000000000000002
199;0.16000000000000003;4.0;0.18259625627044376;3.0;0.65
830;0.5800000000000002;2.0;0.2706079601682982;3.0;0.9000000000000002
722;0.2;3.0;-0.32798481684704095;3.0;0.9000000000000002
827;0.5500000000000002;2.0;0.2601866678527766;3.0;0.9000000000000002
195;0.15000000000000002;8.0;0.10714884145151655;3.0;0.65
190;0.14;8.0;0.1018545397776978;3.0;0.65
829;0.5700000000000002;2.0;0.2618229795633481;3.0;0.9000000000000002
189;0.14;7.0;0.11526596250141623;3.0;0.65
188;0.14;5.0;0.01380938078605497;3.0;0.65
184;0.13;8.0;-0.006792044378454434;3.0;0.65
183;0.13;7.0;0.08811101882911486;3.0;0.65
828;0.5600000000000002;2.0;0.2601866678527766;3.0;0.9000000000000002
182;0.13;6.0;0.10607138910031935;3.0;0.65
180;0.13;4.0;0.03759218020801218;3.0;0.65
733;0.25000000000000006;4.0;-0.20165420365200637;3.0;0.9000000000000002
176;0.12000000000000001;7.0;-0.007230226338318836;3.0;0.65
177;0.12000000000000001;8.0;-0.023237565460748635;3.0;0.65
110;0.26000000000000006;3.0;0.23556944071877503;3.0;0.6
112;0.27;3.0;0.2651259810885981;3.0;0.6
83;0.17000000000000004;5.0;0.23121469602019698;3.0;0.6
780;0.34;4.0;-0.09906171809905627;3.0;0.9000000000000002
61;0.13;6.0;0.10607138910031935;3.0;0.6
62;0.13;7.0;0.08811101882911486;3.0;0.6
91;0.19;8.0;0.15352997509630115;3.0;0.6
806;0.39000000000000007;4.0;0.04481039178486362;3.0;0.9000000000000002
782;0.34;7.0;-0.14383160376969514;3.0;0.9000000000000002
90;0.19;4.0;0.20473270511008226;3.0;0.6
63;0.13;8.0;-0.006792044378454434;3.0;0.6
87;0.18000000000000005;4.0;0.18476610674451377;3.0;0.6
84;0.17000000000000004;7.0;0.1378131442124447;3.0;0.6
787;0.35000000000000003;4.0;-0.08211180326133657;3.0;0.9000000000000002
789;0.35000000000000003;6.0;-0.14218480484114723;3.0;0.9000000000000002
94;0.2;4.0;0.20869798093425568;3.0;0.6
67;0.14;5.0;0.01380938078605497;3.0;0.6
790;0.35000000000000003;9.0;-0.1905360704017294;3.0;0.9000000000000002
82;0.17000000000000004;4.0;0.1780166136866836;3.0;0.6
803;0.38000000000000006;5.0;-0.02337236756681475;3.0;0.9000000000000002
793;0.36000000000000004;4.0;0.05836316358807722;3.0;0.9000000000000002
78;0.16000000000000003;4.0;0.18259625627044376;3.0;0.6
75;0.15000000000000002;9.0;0.0868751674828275;3.0;0.6
74;0.15000000000000002;8.0;0.10714884145151655;3.0;0.6
802;0.38000000000000006;4.0;0.09632933097068495;3.0;0.9000000000000002
68;0.14;7.0;0.11526596250141623;3.0;0.6
798;0.37000000000000005;4.0;0.08174461565391768;3.0;0.9000000000000002
809;0.4000000000000001;4.0;0.05374851944745971;3.0;0.9000000000000002
777;0.33;9.0;-0.17935156767576876;3.0;0.9000000000000002
755;0.30000000000000004;7.0;-0.21482634946737958;3.0;0.9000000000000002
102;0.22000000000000003;6.0;0.2053604401551372;3.0;0.6
41;0.1;6.0;-0.03914669327279637;3.0;0.6
111;0.27;2.0;0.2651259810885981;3.0;0.6
799;0.37000000000000005;5.0;-0.029500234063005573;3.0;0.9000000000000002
109;0.26000000000000006;2.0;0.23556944071877503;3.0;0.6
108;0.25000000000000006;3.0;0.23615239008805192;3.0;0.6
107;0.25000000000000006;2.0;0.23615239008805192;3.0;0.6
761;0.31000000000000005;7.0;-0.20579263507452888;3.0;0.9000000000000002
106;0.24000000000000005;3.0;0.24982784012685585;3.0;0.6
55;0.12000000000000001;7.0;-0.007230226338318836;3.0;0.6
104;0.23000000000000004;3.0;0.24982784012685585;3.0;0.6
56;0.12000000000000001;8.0;-0.023237565460748635;3.0;0.6
767;0.32000000000000006;7.0;-0.2175690564054182;3.0;0.9000000000000002
96;0.21000000000000002;3.0;0.26147848119080436;3.0;0.6
814;0.42000000000000004;8.0;0.005579305336978314;3.0;0.9000000000000002
768;0.32000000000000006;8.0;-0.18926277026718605;3.0;0.9000000000000002
59;0.13;4.0;0.03759218020801218;3.0;0.6
769;0.32000000000000006;9.0;-0.20461989423613486;3.0;0.9000000000000002
812;0.4100000000000001;3.0;0.045209937724612126;3.0;0.9000000000000002
101;0.22000000000000003;4.0;0.18830753589727695;3.0;0.6
810;0.4000000000000001;7.0;-0.007948875187344794;3.0;0.9000000000000002
205;0.17000000000000004;7.0;0.1378131442124447;3.0;0.65
97;0.21000000000000002;5.0;0.188203962827096;3.0;0.6
774;0.33;6.0;-0.14334830803257867;3.0;0.9000000000000002
775;0.33;7.0;-0.1812429212839378;3.0;0.9000000000000002
98;0.21000000000000002;6.0;0.20216970229582257;3.0;0.6
685;0.31000000000000005;5.0;0.04956723596256697;3.0;0.8500000000000002
208;0.18000000000000005;4.0;0.18476610674451377;3.0;0.65
412;0.21000000000000002;7.0;-0.2350584402419614;3.0;0.7500000000000001
583;0.29000000000000004;9.0;-0.055330706663030325;3.0;0.8000000000000002
451;0.27;8.0;-0.07993684538327045;3.0;0.7500000000000001
587;0.30000000000000004;6.0;0.10771970665385483;3.0;0.8000000000000002
588;0.30000000000000004;8.0;0.045371558009669355;3.0;0.8000000000000002
444;0.26000000000000006;7.0;-0.05889577918948873;3.0;0.7500000000000001
443;0.26000000000000006;6.0;-0.0028591099569617658;3.0;0.7500000000000001
438;0.25000000000000006;6.0;-0.027926731257540974;3.0;0.7500000000000001
433;0.24000000000000005;9.0;-0.17125368227984225;3.0;0.7500000000000001
432;0.24000000000000005;8.0;-0.21089241257775268;3.0;0.7500000000000001
431;0.24000000000000005;7.0;-0.16318552323661045;3.0;0.7500000000000001
430;0.24000000000000005;6.0;-0.12368079040787003;3.0;0.7500000000000001
425;0.23000000000000004;8.0;-0.16733136189619796;3.0;0.7500000000000001
423;0.23000000000000004;6.0;-0.15594532861007154;3.0;0.7500000000000001
411;0.21000000000000002;6.0;-0.21324402477930354;3.0;0.7500000000000001
359;0.30000000000000004;5.0;0.21451102592076338;3.0;0.7000000000000001
603;0.45000000000000007;2.0;0.26259713175276417;3.0;0.8000000000000002
604;0.12000000000000001;2.0;-0.2446548459598781;3.0;0.8500000000000002
401;0.19;6.0;-0.1874054396747695;3.0;0.7500000000000001
396;0.18000000000000005;5.0;-0.19069849197085478;3.0;0.7500000000000001
608;0.15000000000000002;3.0;-0.2044599410191644;3.0;0.8500000000000002
383;0.14;4.0;-0.22663395343675047;3.0;0.7500000000000001
372;0.07;2.0;-0.2770816337818156;3.0;0.7500000000000001
371;0.36000000000000004;2.0;0.12476480500427857;3.0;0.7000000000000001
370;0.35000000000000003;3.0;0.2607887027751015;3.0;0.7000000000000001
368;0.34;3.0;0.2602143017325881;3.0;0.7000000000000001
366;0.33;3.0;0.24350302802048804;3.0;0.7000000000000001
364;0.32000000000000006;3.0;0.2321032238808928;3.0;0.7000000000000001
362;0.31000000000000005;5.0;0.2180076926547394;3.0;0.7000000000000001
582;0.29000000000000004;8.0;0.008969886745847084;3.0;0.8000000000000002
581;0.29000000000000004;7.0;0.03650126675659188;3.0;0.8000000000000002
580;0.29000000000000004;6.0;0.09575861440222841;3.0;0.8000000000000002
456;0.28;6.0;0.04524586314769077;3.0;0.7500000000000001
539;0.23000000000000004;6.0;-0.15594532861007154;3.0;0.8000000000000002
527;0.21000000000000002;6.0;-0.21324402477930354;3.0;0.8000000000000002
541;0.23000000000000004;8.0;-0.16733136189619796;3.0;0.8000000000000002
517;0.19;6.0;-0.1874054396747695;3.0;0.8000000000000002
512;0.18000000000000005;5.0;-0.19069849197085478;3.0;0.8000000000000002
546;0.24000000000000005;6.0;-0.12368079040787003;3.0;0.8000000000000002
547;0.24000000000000005;7.0;-0.16318552323661045;3.0;0.8000000000000002
548;0.24000000000000005;8.0;-0.21089241257775268;3.0;0.8000000000000002
549;0.24000000000000005;9.0;-0.17125368227984225;3.0;0.8000000000000002
499;0.14;4.0;-0.22663395343675047;3.0;0.8000000000000002
488;0.07;2.0;-0.2770816337818156;3.0;0.8000000000000002
554;0.25000000000000006;6.0;-0.027926731257540974;3.0;0.8000000000000002
487;0.45000000000000007;2.0;0.26259713175276417;3.0;0.7500000000000001
559;0.26000000000000006;6.0;-0.0028591099569617658;3.0;0.8000000000000002
560;0.26000000000000006;7.0;-0.05889577918948873;3.0;0.8000000000000002
472;0.30000000000000004;8.0;0.045371558009669355;3.0;0.7500000000000001
471;0.30000000000000004;6.0;0.10771970665385483;3.0;0.7500000000000001
467;0.29000000000000004;9.0;-0.055330706663030325;3.0;0.7500000000000001
567;0.27;8.0;-0.07993684538327045;3.0;0.8000000000000002
466;0.29000000000000004;8.0;0.008969886745847084;3.0;0.7500000000000001
465;0.29000000000000004;7.0;0.03650126675659188;3.0;0.7500000000000001
464;0.29000000000000004;6.0;0.09575861440222841;3.0;0.7500000000000001
572;0.28;6.0;0.04524586314769077;3.0;0.8000000000000002
574;0.28;8.0;-0.0679728439184984;3.0;0.8000000000000002
575;0.28;9.0;-0.062228983465043;3.0;0.8000000000000002
459;0.28;9.0;-0.062228983465043;3.0;0.7500000000000001
458;0.28;8.0;-0.0679728439184984;3.0;0.7500000000000001
361;0.31000000000000005;3.0;0.2321032238808928;3.0;0.7000000000000001
358;0.30000000000000004;4.0;0.1570930309122158;3.0;0.7000000000000001
211;0.19;4.0;0.20473270511008226;3.0;0.65
223;0.22000000000000003;6.0;0.2053604401551372;3.0;0.65
232;0.27;2.0;0.2651259810885981;3.0;0.65
231;0.26000000000000006;3.0;0.23556944071877503;3.0;0.65
230;0.26000000000000006;2.0;0.23556944071877503;3.0;0.65
229;0.25000000000000006;3.0;0.23615239008805192;3.0;0.65
228;0.25000000000000006;2.0;0.23615239008805192;3.0;0.65
227;0.24000000000000005;3.0;0.24982784012685585;3.0;0.65
680;0.30000000000000004;7.0;-0.09714560751815186;3.0;0.8500000000000002
681;0.30000000000000004;8.0;-0.13797522665789538;3.0;0.8500000000000002
682;0.30000000000000004;9.0;-0.16002280443462477;3.0;0.8500000000000002
684;0.31000000000000005;4.0;-0.04021860507112927;3.0;0.8500000000000002
528;0.21000000000000002;7.0;-0.2350584402419614;3.0;0.8000000000000002
225;0.23000000000000004;3.0;0.24982784012685585;3.0;0.65
687;0.31000000000000005;8.0;-0.10456603877822016;3.0;0.8500000000000002
690;0.32000000000000006;5.0;0.06865891026133022;3.0;0.8500000000000002
355;0.29000000000000004;4.0;0.1592069918290154;3.0;0.7000000000000001
222;0.22000000000000003;4.0;0.18830753589727695;3.0;0.65
692;0.32000000000000006;7.0;-0.024894951281593043;3.0;0.8500000000000002
693;0.32000000000000006;9.0;-0.08928560923792285;3.0;0.8500000000000002
695;0.33;4.0;0.1426840335266836;3.0;0.8500000000000002
696;0.33;7.0;0.05372799970075009;3.0;0.8500000000000002
219;0.21000000000000002;6.0;0.20216970229582257;3.0;0.65
698;0.34;4.0;0.14828927093318592;3.0;0.8500000000000002
218;0.21000000000000002;5.0;0.188203962827096;3.0;0.65
700;0.35000000000000003;3.0;0.175503254199119;3.0;0.8500000000000002
701;0.35000000000000003;4.0;0.1564636881432847;3.0;0.8500000000000002
217;0.21000000000000002;3.0;0.26147848119080436;3.0;0.65
