,Player,final_team,Pos,G,MP,PER,TS%,3PAr,TRB%,USG%,OWS,DWS,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
159,Justin Holiday,IND,SG,0.7481060606060606,0.590634976942178,0.20864913062862236,0.3448275862068967,0.6627906976744186,0.17418213969938107,0.2427480916030534,0.18340943683409439,0.33070866141732286,0.34,0.46,0.55,0.14,0.22,0.12,0.12,0.08,0.26,0.19,0.15,0.62,0.17,0.21,0.18,0.26
160,Rondae Hollis-Jefferson,TOR,SF,0.36363636363636365,0.5019510464703795,0.38341506910387874,0.3448275862068967,0.10465116279069767,0.46109637488947836,0.36679389312977095,0.22298325722983262,0.38582677165354334,0.41,0.04,0.1,0.52,0.61,0.4,0.46,0.43,0.52,0.48,0.24,0.52,0.22,0.37,0.33,0.35
161,Richaun Holmes,SAC,C,0.3181818181818182,0.3650230578219226,0.5648684797146679,0.6896551724137931,0.11627906976744187,0.5088417329796642,0.29694656488549626,0.33485540334855407,0.25393700787401574,0.36,0.04,0.1,0.66,0.56,0.27,0.31,0.61,0.48,0.52,0.1,0.38,0.53,0.23,0.6,0.4
162,Rodney Hood,POR,SF,0.6079545454545454,0.6864136218517204,0.323673651359786,0.44827586206896575,0.4883720930232558,0.12290008841732983,0.4301526717557252,0.28082191780821925,0.2559055118110236,0.54,0.44,0.52,0.37,0.45,0.23,0.23,0.06,0.17,0.12,0.19,0.33,0.08,0.21,0.23,0.43
163,Al Horford,PHI,C,0.48295454545454547,0.8020574671869457,0.545697726259474,0.5172413793103448,0.3488372093023256,0.41909814323607436,0.3595419847328244,0.4642313546423136,0.6791338582677166,0.48,0.28,0.34,0.51,0.5,0.12,0.14,0.33,0.48,0.42,0.43,0.29,0.39,0.28,0.16,0.39
164,Danuel House,HOU,SF,0.045454545454545456,0.627172756296559,0.26125724476148016,0.5517241379310345,0.7325581395348837,0.24403183023872685,0.17213740458015267,0.27549467275494677,0.2421259842519685,0.28,0.46,0.57,0.16,0.16,0.15,0.16,0.18,0.29,0.23,0.09,0.38,0.14,0.14,0.21,0.27
165,Dwight Howard,LAL,C,0.38257575757575757,0.6885420361830437,0.6139099420419082,0.6896551724137931,0.011627906976744186,0.8346595932802829,0.36946564885496186,0.4003044140030442,0.6988188976377954,0.31,0.0,0.01,0.69,0.59,0.42,0.68,0.76,0.86,0.84,0.08,0.29,0.5,0.51,0.46,0.43
166,Kevin Huerter,ATL,SG,0.054924242424242424,0.7304008513657325,0.21266161390994204,0.37931034482758635,0.627906976744186,0.16489832007073385,0.25343511450381684,0.22298325722983262,0.14960629921259844,0.41,0.5,0.56,0.2,0.27,0.07,0.06,0.14,0.22,0.18,0.35,0.38,0.14,0.33,0.23,0.29
167,Serge Ibaka,TOR,C,0.6420454545454546,0.7392692444129123,0.4565314311190371,0.5172413793103448,0.32558139534883723,0.4633068081343944,0.42404580152671756,0.32420091324200917,0.5433070866141733,0.56,0.3,0.36,0.59,0.58,0.16,0.17,0.37,0.51,0.46,0.05,0.14,0.5,0.28,0.35,0.45
168,Andre Iguodala,MIA,SG,0.36363636363636365,0.5856686768357573,0.2978154257690593,0.5172413793103448,0.5,0.2497789566755084,0.06603053435114506,0.34779299847793005,0.4173228346456693,0.11,0.2,0.28,0.22,0.19,0.1,0.12,0.16,0.31,0.26,0.42,0.48,0.25,0.21,0.14,0.14
169,Ersan Ilyasova,MIL,PF,0.9053030303030303,0.5384888258247605,0.3709317877842176,0.44827586206896575,0.4883720930232558,0.4341290893015032,0.35687022900763365,0.28310502283105027,0.3484251968503937,0.48,0.4,0.49,0.36,0.41,0.23,0.25,0.43,0.44,0.44,0.11,0.38,0.14,0.23,0.37,0.39
170,Joe Ingles,UTA,SF,0.5625,0.6324937921248669,0.2987070887204637,0.6206896551724138,0.7558139534883721,0.19584438549955793,0.21106870229007632,0.34094368340943687,0.5708661417322834,0.26,0.5,0.54,0.12,0.16,0.08,0.09,0.04,0.28,0.19,0.47,0.52,0.08,0.42,0.21,0.25
171,Brandon Ingram,NOP,PF,0.2840909090909091,0.8417878680383114,0.32813196611680784,0.37931034482758635,0.2674418604651163,0.2418213969938108,0.47748091603053444,0.22526636225266364,0.2893700787401575,0.56,0.24,0.3,0.57,0.62,0.39,0.46,0.14,0.33,0.26,0.3,0.24,0.19,0.49,0.26,0.49
172,Kyrie Irving,BRK,PG,0.32196969696969696,0.87229514012061,0.7784217565760143,0.5517241379310345,0.38372093023255816,0.15428824049513706,0.7927480916030535,0.5898021308980214,0.4330708661417323,0.91,0.52,0.58,0.75,0.77,0.42,0.4,0.14,0.2,0.16,0.58,0.48,0.11,0.51,0.18,0.79
173,Jonathan Isaac,ORL,SF,0.06439393939393939,0.6151117417523945,0.3348194382523406,0.37931034482758635,0.43023255813953487,0.3713527851458886,0.2625954198473282,0.2001522070015221,0.48031496062992124,0.36,0.28,0.37,0.33,0.37,0.19,0.19,0.31,0.44,0.38,0.08,0.57,0.58,0.23,0.25,0.28
174,Wesley Iwundu,ORL,SF,0.15151515151515152,0.32422844980489535,0.1301827909050379,0.3448275862068967,0.32558139534883723,0.20999115826702036,0.11412213740458016,0.19178082191780824,0.21456692913385828,0.17,0.16,0.19,0.23,0.29,0.22,0.24,0.16,0.27,0.22,0.13,0.33,0.17,0.12,0.33,0.15
175,Frank Jackson,NOP,PG,0.03409090909090909,0.2802412202908832,0.14801604993312528,0.310344827586207,0.4767441860465116,0.12511052166224582,0.38816793893129764,0.1560121765601218,0.08858267716535433,0.55,0.36,0.5,0.41,0.47,0.19,0.21,0.14,0.17,0.15,0.18,0.29,0.0,0.3,0.3,0.39
176,Jaren Jackson Jr.,MEM,C,0.02462121212121212,0.6669031571479248,0.4645563976816764,0.5862068965517241,0.41860465116279066,0.2847038019451813,0.5240458015267175,0.26636225266362257,0.41338582677165353,0.62,0.44,0.5,0.54,0.52,0.34,0.39,0.25,0.32,0.29,0.09,0.38,0.56,0.4,0.65,0.57
177,Josh Jackson,MEM,SG,0.14393939393939395,0.5615466477474281,0.2505572893446278,0.24137931034482762,0.32558139534883723,0.2966401414677277,0.5729007633587787,0.0,0.2303149606299213,0.66,0.26,0.37,0.57,0.68,0.31,0.39,0.25,0.35,0.31,0.22,0.57,0.25,0.53,0.44,0.46
178,Justin Jackson,DAL,PF,0.36553030303030304,0.39411138701667253,0.20196165849308967,0.4137931034482761,0.5697674418604651,0.1870026525198939,0.1862595419847328,0.23972602739726032,0.1437007874015748,0.33,0.34,0.44,0.25,0.28,0.11,0.1,0.14,0.25,0.2,0.13,0.19,0.11,0.05,0.14,0.25
179,Reggie Jackson,LAC,PG,0.4128787878787879,0.6775452288045405,0.4502897904592065,0.37931034482758635,0.4069767441860465,0.11892130857648098,0.6236641221374046,0.34094368340943687,0.2854330708661418,0.73,0.42,0.51,0.52,0.63,0.34,0.34,0.12,0.15,0.13,0.6,0.24,0.03,0.51,0.28,0.56
180,LeBron James,LAL,PG,0.4772727272727273,0.980134799574317,0.9384752563530986,0.6206896551724138,0.3023255813953489,0.4248452696728559,0.8221374045801526,0.8112633181126333,0.6633858267716536,0.84,0.34,0.43,0.89,0.81,0.5,0.6,0.2,0.55,0.43,0.81,0.48,0.19,0.77,0.07,0.81
181,James Johnson,MIN,PF,0.42234848484848486,0.5019510464703795,0.3691484618814089,0.44827586206896575,0.4069767441860465,0.2891246684350133,0.35687022900763365,0.2382039573820396,0.39763779527559057,0.4,0.28,0.36,0.42,0.42,0.2,0.25,0.18,0.37,0.3,0.39,0.48,0.36,0.51,0.4,0.35
182,Stanley Johnson,TOR,PF,0.5189393939393939,0.4083008158921603,0.12973695942933572,0.17241379310344826,0.5,0.2732095490716181,0.32595419847328244,0.08599695585996958,0.3484251968503937,0.4,0.28,0.43,0.28,0.36,0.15,0.17,0.14,0.35,0.27,0.19,0.62,0.11,0.4,0.35,0.24
183,Tyler Johnson,BRK,SG,0.5132575757575758,0.609081234480312,0.30673205528310304,0.37931034482758635,0.5,0.16136162687886826,0.3454198473282443,0.26027397260273977,0.3169291338582677,0.44,0.36,0.46,0.33,0.39,0.24,0.24,0.12,0.21,0.17,0.3,0.38,0.17,0.28,0.23,0.35
184,Nikola Jokic,DEN,C,0.5284090909090909,0.7282724370344094,0.8345965225144895,0.6206896551724138,0.2441860465116279,0.6839080459770115,0.5583969465648855,0.678082191780822,0.5925196850393701,0.62,0.22,0.3,0.75,0.68,0.39,0.4,0.59,0.71,0.68,0.63,0.52,0.25,0.6,0.37,0.6
185,Damian Jones,ATL,C,0.003787878787878788,0.20078041858815182,0.3272403031654035,0.8275862068965519,0.03488372093023256,0.38417329796640154,0.08473282442748094,0.26484018264840187,0.11023622047244096,0.1,0.0,0.03,0.46,0.36,0.23,0.28,0.51,0.35,0.41,0.08,0.33,0.5,0.19,0.79,0.23
186,Derrick Jones Jr.,MIA,SF,0.032196969696969696,0.4526427811280595,0.37984841729826124,0.5862068965517241,0.38372093023255816,0.3289124668435014,0.1946564885496183,0.30365296803652975,0.3641732283464567,0.26,0.16,0.28,0.37,0.34,0.24,0.31,0.43,0.3,0.34,0.07,0.57,0.33,0.12,0.39,0.28
187,Tyus Jones,MEM,PG,0.3977272727272727,0.3366442000709471,0.3571110120374498,0.3448275862068967,0.39534883720930236,0.08620689655172416,0.18549618320610686,0.2853881278538813,0.19488188976377951,0.27,0.24,0.28,0.29,0.34,0.12,0.13,0.04,0.13,0.08,0.67,0.81,0.06,0.21,0.11,0.21
188,DeAndre Jordan,BRK,C,0.6193181818181818,0.7676481021638879,0.6348640213999109,0.8275862068965519,0.0,0.9305923961096376,0.20610687022900764,0.5342465753424658,0.7224409448818897,0.15,0.0,0.0,0.54,0.43,0.32,0.5,0.78,1.0,0.95,0.13,0.19,0.47,0.35,0.28,0.31
189,Cory Joseph,SAC,PG,0.5568181818181818,0.6023412557644555,0.2501114578689255,0.2758620689655173,0.32558139534883723,0.16312997347480107,0.21908396946564887,0.25722983257229837,0.39370078740157477,0.28,0.16,0.23,0.31,0.39,0.12,0.13,0.1,0.2,0.16,0.42,0.48,0.08,0.28,0.18,0.2
190,Frank Kaminsky,PHO,C,0.4147727272727273,0.4760553387726143,0.35621934908604547,0.37931034482758635,0.4767441860465116,0.32670203359858535,0.40381679389312974,0.2541856925418569,0.3051181102362205,0.5,0.4,0.49,0.36,0.43,0.26,0.31,0.22,0.39,0.32,0.2,0.24,0.19,0.23,0.21,0.4
191,Enes Kanter,BOS,C,0.5965909090909091,0.49414686058886126,0.7695051270619706,0.6551724137931035,0.03488372093023256,0.8107869142351902,0.5145038167938931,0.47412480974124815,0.3582677165354331,0.59,0.04,0.04,0.92,0.84,0.39,0.42,1.0,0.72,0.83,0.12,0.14,0.22,0.49,0.4,0.59
192,Luke Kennard,DET,SG,0.11742424242424243,0.5257183398368216,0.2893446277307178,0.4827586206896554,0.5581395348837209,0.1671087533156499,0.3179389312977099,0.25570776255707767,0.25,0.44,0.5,0.52,0.28,0.32,0.16,0.15,0.06,0.25,0.17,0.28,0.24,0.08,0.23,0.16,0.36
193,Michael Kidd-Gilchrist,DAL,SF-PF,0.32954545454545453,0.4888258247605534,0.26125724476148016,0.3448275862068967,0.10465116279069767,0.3810786914235191,0.2087786259541985,0.27549467275494677,0.3346456692913386,0.28,0.04,0.05,0.45,0.52,0.24,0.27,0.37,0.38,0.39,0.09,0.33,0.28,0.14,0.35,0.24
194,Michael Kidd-Gilchrist,DAL,PF,0.32954545454545453,0.4888258247605534,0.26125724476148016,0.3448275862068967,0.10465116279069767,0.3810786914235191,0.2087786259541985,0.27549467275494677,0.3346456692913386,0.28,0.04,0.05,0.45,0.52,0.24,0.27,0.37,0.38,0.39,0.09,0.33,0.28,0.14,0.35,0.24
195,Michael Kidd-Gilchrist,DAL,SF,0.32954545454545453,0.4888258247605534,0.26125724476148016,0.3448275862068967,0.10465116279069767,0.3810786914235191,0.2087786259541985,0.27549467275494677,0.3346456692913386,0.28,0.04,0.05,0.45,0.52,0.24,0.27,0.37,0.38,0.39,0.09,0.33,0.28,0.14,0.35,0.24
196,Maxi Kleber,DAL,C,0.2178030303030303,0.4508691025186236,0.33169861792242533,0.5862068965517241,0.616279069767442,0.36339522546419095,0.1541984732824427,0.3234398782343988,0.328740157480315,0.25,0.38,0.46,0.2,0.19,0.12,0.12,0.39,0.38,0.38,0.1,0.19,0.47,0.16,0.35,0.24
197,Brandon Knight,DET,PG,0.25,0.5186236253990777,0.20820329915292018,0.2758620689655173,0.5581395348837209,0.09991158267020336,0.4736641221374046,0.17047184170471844,0.07086614173228346,0.6,0.44,0.58,0.35,0.46,0.25,0.26,0.08,0.14,0.11,0.39,0.29,0.06,0.49,0.25,0.43
198,Kevin Knox,NYK,SF,0.07196969696969698,0.541326711599858,0.11502452073116362,0.17241379310344826,0.5116279069767442,0.2374005305039788,0.40267175572519087,0.05251141552511417,0.17913385826771655,0.55,0.42,0.53,0.29,0.44,0.24,0.3,0.14,0.33,0.26,0.08,0.24,0.17,0.28,0.28,0.36
199,Furkan Korkmaz,PHI,SG,0.06060606060606061,0.31287690670450513,0.2224699063753901,0.4137931034482761,0.7093023255813954,0.1812555260831123,0.32061068702290074,0.22754946727549472,0.21850393700787404,0.46,0.62,0.7,0.18,0.24,0.18,0.18,0.08,0.26,0.17,0.14,0.33,0.06,0.16,0.23,0.38
200,Luke Kornet,CHI,C,0.0,0.27953174884710885,0.35176103432902367,0.37931034482758635,0.7441860465116279,0.2767462422634837,0.30114503816793897,0.1971080669710807,0.1358267716535433,0.45,0.58,0.7,0.19,0.22,0.11,0.13,0.22,0.34,0.29,0.18,0.29,0.5,0.14,0.21,0.34
201,Kyle Korver,MIL,SF,0.7253787878787878,0.511883646683221,0.25100312082032994,0.6551724137931035,0.8372093023255813,0.14456233421750664,0.24312977099236646,0.2701674277016743,0.2854330708661418,0.34,0.66,0.69,0.1,0.12,0.09,0.08,0.0,0.24,0.15,0.15,0.24,0.14,0.21,0.19,0.32
202,Rodions Kurucs,BRK,PF,0.015151515151515152,0.3369989357928343,0.18591172536781098,0.44827586206896575,0.5232558139534884,0.32272325375773653,0.2732824427480916,0.16057838660578388,0.2559055118110236,0.37,0.32,0.43,0.31,0.33,0.17,0.19,0.24,0.39,0.35,0.11,0.43,0.17,0.4,0.49,0.3
203,Kyle Kuzma,LAL,PF,0.20075757575757575,0.7633912735012415,0.3397235844850647,0.4137931034482761,0.4651162790697675,0.3019451812555261,0.5110687022900764,0.2351598173515982,0.4232283464566929,0.66,0.44,0.57,0.51,0.53,0.26,0.3,0.2,0.39,0.32,0.16,0.19,0.14,0.4,0.21,0.53
204,Skal Labissiere,POR,C,0.12878787878787878,0.27740333451578575,0.38921087828800716,0.4827586206896554,0.15116279069767444,0.4920424403183024,0.3377862595419848,0.1971080669710807,0.13188976377952755,0.4,0.08,0.11,0.57,0.59,0.24,0.28,0.57,0.47,0.49,0.15,0.19,0.36,0.4,0.53,0.35
205,Jeremy Lamb,IND,SG,0.4375,0.5384888258247605,0.46856888096299604,0.44827586206896575,0.37209302325581395,0.3311229000884173,0.4751908396946565,0.3188736681887367,0.3700787401574803,0.59,0.34,0.43,0.53,0.57,0.31,0.31,0.14,0.43,0.33,0.21,0.43,0.17,0.21,0.23,0.49
206,Zach LaVine,CHI,SG,0.32954545454545453,0.8503015253636041,0.47079803834150685,0.4827586206896554,0.4069767441860465,0.16755083996463307,0.6656488549618321,0.29528158295281587,0.22637795275590553,0.76,0.46,0.54,0.58,0.64,0.4,0.42,0.08,0.24,0.17,0.34,0.38,0.08,0.56,0.21,0.64
207,Jake Layman,MIN,PF,0.11742424242424243,0.1837531039375665,0.15381185911725373,0.24137931034482762,0.5232558139534884,0.1786030061892131,0.2625954198473282,0.210806697108067,0.1437007874015748,0.39,0.32,0.46,0.35,0.34,0.11,0.16,0.22,0.23,0.21,0.06,0.38,0.22,0.19,0.32,0.31
208,T.J. Leaf,IND,PF,0.07007575757575757,0.006030507272082296,0.347748551047704,0.4137931034482761,0.2674418604651163,0.4447391688770999,0.2805343511450382,0.20167427701674281,0.11614173228346455,0.41,0.16,0.25,0.51,0.52,0.1,0.16,0.53,0.39,0.44,0.05,0.24,0.22,0.07,0.26,0.31
209,Courtney Lee,DAL,SG,0.5700757575757576,0.6356864136218516,0.25590726705305394,0.44827586206896575,0.4418604651162791,0.11361626878868261,0.2034351145038168,0.29528158295281587,0.21850393700787404,0.31,0.3,0.33,0.3,0.34,0.14,0.13,0.06,0.16,0.11,0.19,0.52,0.11,0.14,0.11,0.25
210,Alex Len,SAC,C,0.5852272727272727,0.4122029088329195,0.46589389210878285,0.5172413793103448,0.12790697674418605,0.649867374005305,0.3564885496183206,0.26636225266362257,0.26968503937007876,0.41,0.1,0.12,0.58,0.59,0.33,0.43,0.71,0.63,0.66,0.11,0.19,0.44,0.42,0.58,0.39
211,Kawhi Leonard,LAC,SF,0.32196969696969696,0.8666193685704149,0.9206419973250111,0.6551724137931035,0.32558139534883723,0.36295313881520785,0.7725190839694656,0.7009132420091325,0.8444881889763779,0.86,0.42,0.47,0.78,0.79,0.66,0.64,0.22,0.45,0.36,0.32,0.81,0.22,0.4,0.09,0.83
212,Meyers Leonard,MIA,C,0.3371212121212121,0.29726853494146854,0.2831029870708872,0.6206896551724138,0.5813953488372093,0.4509283819628647,0.21259541984732827,0.24353120243531207,0.19291338582677164,0.31,0.42,0.46,0.24,0.25,0.09,0.08,0.22,0.57,0.45,0.16,0.05,0.11,0.23,0.58,0.27
213,Caris LeVert,BRK,SG,0.21022727272727273,0.6140475345867328,0.37137761925991974,0.37931034482758635,0.41860465116279066,0.20822281167108755,0.49694656488549616,0.20243531202435314,0.2795275590551181,0.61,0.36,0.46,0.49,0.56,0.28,0.34,0.18,0.26,0.23,0.44,0.57,0.11,0.51,0.23,0.47
214,Damian Lillard,POR,PG,0.5056818181818182,0.9826179496275275,0.8212215782434241,0.5862068965517241,0.5,0.16843501326259946,0.7988549618320611,0.8721461187214612,0.36811023622047245,0.88,0.64,0.74,0.57,0.62,0.68,0.64,0.1,0.24,0.18,0.63,0.33,0.11,0.53,0.09,0.83
215,Kevon Looney,GSW,C,0.23106060606060605,0.1933309684285207,0.4048149799375836,0.5517241379310345,0.06976744186046512,0.5198938992042441,0.13511450381679385,0.3188736681887367,0.2618110236220473,0.19,0.0,0.04,0.47,0.43,0.15,0.21,0.76,0.39,0.52,0.2,0.48,0.44,0.19,0.61,0.22
216,Brook Lopez,MIL,C,0.509469696969697,0.7080525008868394,0.5202853321444495,0.5172413793103448,0.4418604651162791,0.3050397877984085,0.5076335877862596,0.3614916286149163,0.5649606299212598,0.63,0.36,0.46,0.58,0.58,0.34,0.37,0.27,0.37,0.33,0.15,0.24,0.67,0.35,0.33,0.55
217,Robin Lopez,MIL,C,0.5018939393939394,0.5445193330968428,0.39144003566651814,0.4827586206896554,0.09302325581395349,0.3625110521662246,0.3225190839694656,0.29832572298325727,0.32480314960629925,0.4,0.04,0.05,0.64,0.64,0.16,0.16,0.65,0.28,0.4,0.11,0.0,0.47,0.35,0.23,0.33
218,Kevin Love,CLE,PF,0.32575757575757575,0.7786449095423909,0.627730717788676,0.5517241379310345,0.5465116279069767,0.6931918656056588,0.5732824427480916,0.44901065449010663,0.4606299212598426,0.62,0.54,0.63,0.37,0.44,0.48,0.47,0.37,0.82,0.68,0.21,0.24,0.14,0.44,0.18,0.58
219,Kyle Lowry,TOR,PG,0.44696969696969696,0.9496275274920184,0.6197057512260365,0.5862068965517241,0.6511627906976745,0.22192749778956677,0.5133587786259541,0.634703196347032,0.6318897637795275,0.52,0.6,0.66,0.28,0.32,0.44,0.45,0.1,0.3,0.22,0.68,0.57,0.11,0.56,0.25,0.52
220,Timothe Luwawu-Cabarrot,BRK,SG,0.3143939393939394,0.25363604114934374,0.10164957646009813,0.3448275862068967,0.616279069767442,0.18081343943412911,0.28473282442748094,0.16818873668188739,0.13779527559055116,0.38,0.42,0.54,0.2,0.26,0.25,0.25,0.1,0.25,0.19,0.11,0.29,0.06,0.26,0.53,0.3
221,Trey Lyles,SAS,PF,0.4715909090909091,0.33806314295849593,0.31297369594293356,0.37931034482758635,0.4767441860465116,0.4509283819628647,0.37824427480916034,0.21308980213089804,0.2952755905511811,0.46,0.36,0.45,0.36,0.41,0.17,0.21,0.27,0.55,0.44,0.15,0.24,0.22,0.26,0.28,0.35
222,Ian Mahinmi,WAS,C,0.2821969696969697,0.3806314295849592,0.35755684351315203,0.5517241379310345,0.046511627906976744,0.5380194518125553,0.20687022900763358,0.25875190258751907,0.34448818897637795,0.18,0.0,0.03,0.45,0.44,0.28,0.4,0.63,0.51,0.54,0.12,0.57,0.42,0.4,0.7,0.25
223,Thon Maker,DET,C,0.4109848484848485,0.20184462575381337,0.272848863129737,0.4137931034482761,0.5116279069767442,0.3731211317418215,0.2267175572519084,0.19786910197869104,0.20669291338582677,0.26,0.3,0.37,0.24,0.26,0.23,0.28,0.35,0.38,0.38,0.08,0.33,0.5,0.19,0.51,0.24
224,Boban Marjanovic,DAL,C,0.42613636363636365,0.05285562256119192,0.8961212661613911,0.7586206896551726,0.023255813953488372,0.8647214854111406,0.6007633587786259,0.2671232876712329,0.1515748031496063,0.58,0.0,0.03,0.9,0.83,0.63,0.7,0.94,0.81,0.87,0.15,0.19,0.39,0.56,0.58,0.68
225,Lauri Markkanen,CHI,PF,0.12878787878787878,0.7829017382050372,0.43468568880963,0.44827586206896575,0.5465116279069767,0.4681697612732096,0.4954198473282443,0.2640791476407915,0.328740157480315,0.62,0.52,0.63,0.4,0.44,0.32,0.3,0.25,0.59,0.48,0.08,0.24,0.19,0.3,0.14,0.51
226,Wesley Matthews,MIL,SG,0.6003787878787878,0.8070237672933664,0.20419081587160054,0.4137931034482761,0.6976744186046512,0.09372236958443857,0.283969465648855,0.2442922374429224,0.35236220472440943,0.39,0.5,0.6,0.16,0.22,0.17,0.18,0.06,0.15,0.1,0.21,0.33,0.06,0.21,0.19,0.3
227,Luc Mbah a Moute,HOU,PF,0.22916666666666666,0.4487406881873004,0.14177440927329468,0.44827586206896575,0.37209302325581395,0.15428824049513706,0.06183206106870226,0.2153729071537291,0.3464566929133858,0.11,0.18,0.23,0.22,0.23,0.1,0.14,0.16,0.17,0.15,0.03,0.57,0.19,0.16,0.21,0.13
228,Patrick McCaw,TOR,SF,0.22916666666666666,0.2937211777225967,0.08426214890771291,0.3448275862068967,0.5116279069767442,0.1118479221927498,0.05343511450381681,0.17047184170471844,0.19881889763779528,0.11,0.22,0.28,0.16,0.19,0.07,0.06,0.08,0.14,0.11,0.22,0.57,0.06,0.19,0.21,0.08
229,CJ McCollum,POR,SG,0.07196969696969698,0.9485633203263568,0.4935354436023183,0.44827586206896575,0.43023255813953487,0.14721485411140586,0.6122137404580152,0.4452054794520548,0.24606299212598426,0.84,0.54,0.61,0.63,0.68,0.2,0.23,0.12,0.21,0.16,0.32,0.24,0.14,0.28,0.21,0.64
230,T.J. McConnell,IND,PG,0.5359848484848485,0.4586732884001419,0.3637984841729826,0.37931034482758635,0.13953488372093023,0.19319186560565874,0.22366412213740455,0.2534246575342466,0.4015748031496063,0.27,0.06,0.1,0.43,0.47,0.06,0.05,0.12,0.26,0.19,0.74,0.81,0.08,0.51,0.18,0.19
231,Doug McDermott,IND,PF,0.7935606060606061,0.4565448740688187,0.2371823450735622,0.5517241379310345,0.5116279069767442,0.13925729442970822,0.26106870229007634,0.28310502283105027,0.16929133858267717,0.39,0.44,0.45,0.31,0.34,0.14,0.14,0.1,0.2,0.15,0.08,0.0,0.06,0.12,0.18,0.34
232,JaVale McGee,LAL,C,0.4109848484848485,0.20219936147570056,0.7168970129291129,0.7241379310344829,0.023255813953488372,0.6578249336870027,0.3874045801526717,0.317351598173516,0.37992125984251973,0.46,0.0,0.03,0.88,0.72,0.19,0.3,0.8,0.61,0.68,0.03,0.33,0.83,0.35,0.6,0.49
233,Rodney McGruder,LAC,SG,0.2196969696969697,0.4618659098971266,0.1283994650022292,0.310344827586207,0.5581395348837209,0.22104332449160038,0.1194656488549618,0.2031963470319635,0.2952755905511811,0.22,0.3,0.38,0.17,0.22,0.06,0.08,0.25,0.23,0.23,0.15,0.24,0.08,0.16,0.23,0.16
234,Alfonzo McKinnie,CLE,SF,0.045454545454545456,0.16353316778999644,0.19393669193045027,0.44827586206896575,0.5,0.3890362511052167,0.18664122137404582,0.20700152207001526,0.14173228346456693,0.29,0.28,0.36,0.3,0.29,0.09,0.14,0.45,0.4,0.42,0.04,0.24,0.14,0.21,0.58,0.23
235,Ben McLemore,HOU,SG,0.32765151515151514,0.4068818730046115,0.1836825679893001,0.4827586206896554,0.627906976744186,0.13793103448275865,0.3240458015267175,0.19101978691019791,0.16141732283464566,0.41,0.5,0.58,0.23,0.28,0.15,0.17,0.1,0.17,0.13,0.09,0.38,0.11,0.3,0.42,0.34
236,Jordan McRae,DET,SG,0.15151515151515152,0.22064561901383464,0.330806954971021,0.3448275862068967,0.37209302325581395,0.18656056587091072,0.5030534351145038,0.17579908675799089,0.06299212598425197,0.64,0.4,0.44,0.47,0.59,0.35,0.42,0.1,0.28,0.21,0.33,0.33,0.19,0.35,0.32,0.49
237,De'Anthony Melton,MEM,PG,0.015151515151515152,0.3926924441291238,0.26437806509139544,0.24137931034482762,0.41860465116279066,0.26259946949602125,0.2912213740458015,0.13622526636225268,0.2736220472440945,0.34,0.22,0.34,0.28,0.37,0.17,0.21,0.18,0.34,0.28,0.49,1.0,0.19,0.49,0.4,0.23
238,Khris Middleton,MIL,SF,0.42992424242424243,0.8818730046115645,0.5171645118145342,0.5517241379310345,0.4069767441860465,0.24712643678160925,0.566030534351145,0.44063926940639275,0.5216535433070866,0.65,0.44,0.49,0.53,0.58,0.38,0.36,0.08,0.36,0.26,0.38,0.52,0.06,0.47,0.25,0.57
239,C.J. Miles,WAS,SG,0.42424242424242425,0.4012061014544164,0.2692822113241195,0.4137931034482761,0.7674418604651163,0.1582670203359859,0.4015267175572519,0.24353120243531207,0.26968503937007876,0.56,0.7,0.83,0.17,0.24,0.19,0.2,0.06,0.22,0.16,0.08,0.38,0.14,0.19,0.33,0.43
240,Patty Mills,SAS,PG,0.5473484848484849,0.5079815537424619,0.3544360231832368,0.5172413793103448,0.686046511627907,0.07957559681697612,0.36145038167938925,0.33637747336377477,0.36811023622047245,0.46,0.6,0.66,0.2,0.26,0.15,0.14,0.06,0.12,0.08,0.38,0.38,0.06,0.28,0.18,0.38
241,Paul Millsap,DEN,PF,0.39204545454545453,0.7630365377793543,0.5599643334819437,0.4827586206896554,0.29069767441860467,0.47789566755083995,0.4812977099236641,0.3805175038051751,0.6968503937007874,0.52,0.24,0.3,0.54,0.59,0.42,0.48,0.43,0.5,0.48,0.26,0.62,0.36,0.42,0.35,0.48
242,Donovan Mitchell,UTA,SG,0.23295454545454544,0.8974813763746009,0.516718680338832,0.4137931034482761,0.43023255813953487,0.16843501326259946,0.7946564885496183,0.3059360730593607,0.6653543307086613,0.91,0.52,0.63,0.65,0.73,0.41,0.43,0.1,0.21,0.17,0.37,0.52,0.08,0.56,0.25,0.73
243,Malik Monk,CHO,SG,0.16856060606060605,0.30862007804185876,0.2501114578689255,0.310344827586207,0.6046511627906977,0.12687886825817862,0.5553435114503817,0.13774733637747338,0.13976377952755906,0.68,0.54,0.75,0.36,0.43,0.23,0.22,0.08,0.19,0.15,0.3,0.24,0.11,0.42,0.23,0.48
