,Player,final_team,Pos,G,MP,PER,TS%,3PAr,TRB%,USG%,OWS,DWS,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
73,Gary Clark,ORL,PF,0.0625,0.1656615821213196,0.18903254569772626,0.37931034482758635,1.0,0.32360742705570295,0.05114503816793893,0.19330289193302894,0.11811023622047244,0.19,0.5,0.64,0.0,0.0,0.02,0.0,0.33,0.35,0.34,0.04,0.1,0.39,0.0,0.23,0.13
74,Jordan Clarkson,UTA,SG,0.8409090909090909,0.6314295849592054,0.4449398127507802,0.4137931034482761,0.43023255813953487,0.14809902740937222,0.6083969465648855,0.27397260273972607,0.14566929133858267,0.75,0.44,0.56,0.58,0.62,0.26,0.26,0.18,0.16,0.15,0.27,0.38,0.03,0.4,0.14,0.58
75,John Collins,ATL,PF,0.14015151515151514,0.7023767293366442,0.6593847525635309,0.7241379310344829,0.18604651162790697,0.6180371352785147,0.433969465648855,0.46803652968036535,0.3090551181102362,0.56,0.18,0.22,0.78,0.67,0.34,0.38,0.69,0.6,0.63,0.13,0.24,0.39,0.4,0.44,0.58
76,Zach Collins,POR,PF,0.09848484848484848,0.3189074139765874,0.2113241194828355,0.3448275862068967,0.39534883720930236,0.41069849690539345,0.23396946564885493,0.19101978691019791,0.27755905511811024,0.29,0.2,0.29,0.3,0.36,0.15,0.18,0.45,0.43,0.43,0.12,0.14,0.39,0.37,0.54,0.23
77,Mike Conley,UTA,PG,0.2878787878787879,0.8346931536005675,0.6188140882746321,0.4827586206896554,0.4534883720930233,0.12511052166224582,0.5893129770992367,0.525875190258752,0.36811023622047245,0.64,0.48,0.54,0.45,0.53,0.48,0.49,0.08,0.16,0.12,0.6,0.52,0.08,0.37,0.12,0.58
78,Pat Connaughton,MIL,SG,0.3428030303030303,0.2571833983682157,0.2050824788230049,0.4137931034482761,0.6046511627906977,0.28558797524314766,0.1541984732824427,0.24048706240487067,0.2893700787401575,0.24,0.36,0.43,0.2,0.21,0.07,0.06,0.24,0.36,0.31,0.24,0.19,0.19,0.14,0.19,0.2
79,Quinn Cook,LAL,PG,0.14583333333333334,0.2309329549485633,0.2759696834596522,0.4827586206896554,0.4883720930232558,0.14190981432360744,0.3870229007633588,0.20395738203957386,0.12598425196850394,0.52,0.48,0.52,0.4,0.43,0.05,0.05,0.1,0.2,0.15,0.35,0.19,0.0,0.33,0.21,0.4
80,Robert Covington,HOU,PF-C,0.6098484848484849,0.806314295849592,0.3245653143111904,0.4827586206896554,0.7441860465116279,0.3408488063660478,0.3137404580152671,0.2047184170471842,0.5413385826771654,0.41,0.56,0.67,0.18,0.21,0.19,0.2,0.16,0.45,0.35,0.1,0.86,0.36,0.35,0.4,0.35
81,Robert Covington,HOU,PF,0.6098484848484849,0.806314295849592,0.3245653143111904,0.4827586206896554,0.7441860465116279,0.3408488063660478,0.3137404580152671,0.2047184170471842,0.5413385826771654,0.41,0.56,0.67,0.18,0.21,0.19,0.2,0.16,0.45,0.35,0.1,0.86,0.36,0.35,0.4,0.35
82,Robert Covington,HOU,C,0.6098484848484849,0.806314295849592,0.3245653143111904,0.4827586206896554,0.7441860465116279,0.3408488063660478,0.3137404580152671,0.2047184170471842,0.5413385826771654,0.41,0.56,0.67,0.18,0.21,0.19,0.2,0.16,0.45,0.35,0.1,0.86,0.36,0.35,0.4,0.35
83,Allen Crabbe,MIN,SG,0.4734848484848485,0.6055338772614403,0.1903700401248328,0.44827586206896575,0.6627906976744186,0.15473032714412027,0.23549618320610688,0.2914764079147641,0.20669291338582677,0.38,0.5,0.57,0.19,0.25,0.14,0.13,0.04,0.24,0.16,0.1,0.24,0.11,0.14,0.28,0.3
84,Torrey Craig,DEN,SF,0.13257575757575757,0.3600567577155019,0.19928666963887653,0.44827586206896575,0.5813953488372093,0.31830238726790455,0.10267175572519083,0.24277016742770172,0.24409448818897636,0.2,0.28,0.37,0.2,0.2,0.08,0.1,0.37,0.29,0.32,0.08,0.24,0.33,0.12,0.51,0.17
85,Jamal Crawford,BRK,SG,0.38636363636363635,0.5285562256119191,0.3053945608559964,0.3448275862068967,0.4651162790697675,0.03094606542882404,0.5148854961832061,0.22526636225266364,0.18503937007874013,0.6,0.4,0.52,0.41,0.5,0.32,0.3,0.02,0.07,0.03,0.36,0.29,0.08,0.4,0.11,0.45
86,Jae Crowder,MIA,SF,0.7821969696969697,0.7144377438808088,0.2978154257690593,0.44827586206896575,0.6744186046511628,0.2780725022104333,0.2893129770992366,0.30213089802130905,0.4370078740157481,0.39,0.46,0.58,0.22,0.24,0.23,0.24,0.16,0.38,0.28,0.16,0.48,0.11,0.19,0.26,0.34
87,Seth Curry,DAL,SG,0.2840909090909091,0.500886839304718,0.35978600089166296,0.6551724137931035,0.5930232558139535,0.08576480990274092,0.3183206106870229,0.3378995433789954,0.21062992125984253,0.43,0.58,0.56,0.27,0.31,0.15,0.14,0.06,0.13,0.09,0.23,0.38,0.06,0.26,0.18,0.41
88,Stephen Curry,GSW,PG,0.3428030303030303,0.8822277403334515,0.9424877396344182,0.7931034482758622,0.6627906976744186,0.23961096374889476,0.818320610687023,0.8706240487062405,0.6476377952755905,0.92,1.0,1.0,0.49,0.48,0.5,0.48,0.14,0.32,0.25,0.62,0.71,0.06,0.63,0.18,0.93
89,Troy Daniels,DEN,SG,0.4393939393939394,0.2412202908832919,0.1903700401248328,0.4827586206896554,0.8372093023255813,0.09946949602122017,0.3305343511450382,0.20395738203957386,0.08858267716535433,0.49,0.76,0.86,0.07,0.15,0.07,0.07,0.06,0.13,0.1,0.05,0.19,0.06,0.16,0.3,0.38
90,Anthony Davis,LAL,PF,0.42992424242424243,0.9478538488825825,0.9754792688363798,0.5862068965517241,0.13953488372093023,0.6096374889478338,0.7877862595419848,0.6560121765601218,0.8385826771653543,0.87,0.16,0.21,1.0,1.0,0.72,0.76,0.45,0.71,0.62,0.21,0.52,0.67,0.4,0.18,0.84
91,Ed Davis,UTA,C,0.4015151515151515,0.3423199716211422,0.4342398573339278,0.6206896551724138,0.0,0.8006189213085766,0.09503816793893131,0.37062404870624055,0.4153543307086614,0.11,0.0,0.0,0.41,0.38,0.22,0.31,0.9,0.77,0.83,0.07,0.33,0.33,0.26,0.67,0.18
92,Dewayne Dedmon,ATL,C,0.4659090909090909,0.38559772969137995,0.3789567543468569,0.5517241379310345,0.2674418604651163,0.6746242263483643,0.23893129770992366,0.2511415525114155,0.36023622047244097,0.31,0.18,0.26,0.42,0.39,0.18,0.19,0.51,0.73,0.66,0.08,0.38,0.47,0.35,0.63,0.29
93,Matthew Dellavedova,CLE,PG,0.4564393939393939,0.4242639233770841,0.17744092732946948,0.310344827586207,0.5697674418604651,0.09106984969053934,0.23091603053435117,0.2153729071537291,0.1358267716535433,0.25,0.32,0.4,0.16,0.24,0.12,0.13,0.06,0.13,0.09,0.66,0.29,0.0,0.47,0.32,0.18
94,DeMar DeRozan,SAS,SF,0.5208333333333334,0.9354380986165307,0.6946054391440036,0.4827586206896554,0.10465116279069767,0.22546419098143236,0.7618320610687024,0.6248097412480975,0.4783464566929134,0.81,0.1,0.16,0.88,0.97,0.68,0.69,0.12,0.29,0.23,0.46,0.38,0.08,0.47,0.14,0.72
95,Cheick Diallo,PHO,C,0.14772727272727273,0.12380276693863072,0.49487293802942495,0.7586206896551726,0.011627906976744186,0.6830238726790452,0.283587786259542,0.23896499238964997,0.1811023622047244,0.35,0.0,0.0,0.7,0.62,0.24,0.28,0.55,0.8,0.72,0.05,0.29,0.33,0.3,0.54,0.39
96,Gorgui Dieng,MEM,C,0.6496212121212122,0.4508691025186236,0.4632189032545698,0.5172413793103448,0.22093023255813954,0.5707338638373122,0.2763358778625954,0.315068493150685,0.3641732283464567,0.31,0.14,0.17,0.43,0.48,0.25,0.27,0.49,0.58,0.55,0.15,0.52,0.42,0.33,0.44,0.29
97,Spencer Dinwiddie,BRK,SG,0.3428030303030303,0.6651294785384888,0.424877396344182,0.44827586206896575,0.4883720930232558,0.12466843501326262,0.47633587786259546,0.4018264840182649,0.2736220472440945,0.55,0.4,0.53,0.39,0.44,0.49,0.54,0.1,0.19,0.13,0.64,0.29,0.11,0.47,0.32,0.5
98,Luka Doncic,DAL,PG,0.058712121212121215,0.8634267470734303,0.773071778867588,0.4827586206896554,0.5,0.48231653404067204,0.9057251908396947,0.47336377473363783,0.5255905511811023,0.92,0.54,0.76,0.64,0.64,0.69,0.81,0.22,0.64,0.5,0.75,0.38,0.08,0.86,0.18,0.84
99,Damyean Dotson,NYK,SG,0.11931818181818182,0.411493437389145,0.2278198840838163,0.37931034482758635,0.5697674418604651,0.1962864721485411,0.282824427480916,0.20243531202435314,0.1358267716535433,0.44,0.46,0.55,0.27,0.32,0.11,0.11,0.06,0.27,0.19,0.19,0.38,0.06,0.19,0.16,0.32
100,Goran Dragic,MIA,PG,0.4034090909090909,0.8087974459028024,0.4814979937583594,0.44827586206896575,0.3604651162790698,0.16268788682581786,0.583969465648855,0.37899543378995443,0.41929133858267714,0.62,0.34,0.41,0.54,0.6,0.34,0.38,0.12,0.21,0.17,0.56,0.33,0.06,0.56,0.26,0.52
101,Andre Drummond,CLE,C,0.6268939393939394,0.8549130897481375,0.7191261703076237,0.4137931034482761,0.023255813953488372,1.0,0.5290076335877862,0.34018264840182655,1.0,0.52,0.0,0.03,0.78,0.78,0.31,0.54,1.0,0.97,1.0,0.14,0.71,0.47,0.53,0.37,0.47
102,Jared Dudley,LAL,SF,0.3693181818181818,0.3834693153600567,0.16495764600980833,0.5172413793103448,0.6976744186046512,0.21308576480990277,0.06488549618320608,0.2503805175038052,0.23228346456692917,0.14,0.34,0.39,0.13,0.14,0.09,0.1,0.1,0.29,0.21,0.24,0.38,0.11,0.23,0.4,0.16
103,Kris Dunn,CHI,PG,0.23674242424242425,0.561191912025541,0.24119482835488187,0.17241379310344826,0.27906976744186046,0.20866489832007074,0.31412213740458017,0.10806697108066972,0.328740157480315,0.4,0.18,0.23,0.4,0.51,0.11,0.14,0.08,0.3,0.21,0.57,0.9,0.17,0.51,0.53,0.25
104,Wayne Ellington,NYK,SG,0.48295454545454547,0.5246541326711599,0.24297815425769065,0.44827586206896575,0.8488372093023255,0.1118479221927498,0.2870229007633588,0.26179604261796047,0.21850393700787404,0.44,0.68,0.81,0.08,0.14,0.09,0.07,0.06,0.17,0.11,0.12,0.38,0.06,0.09,0.11,0.34
105,Joel Embiid,PHI,C,0.20265151515151514,0.7782901738205037,0.8399465002229157,0.5517241379310345,0.2441860465116279,0.7670203359858532,0.9148854961832062,0.393455098934551,0.6476377952755905,0.89,0.26,0.37,0.89,0.9,0.89,0.96,0.51,0.91,0.79,0.31,0.29,0.58,0.84,0.46,0.89
106,James Ennis,ORL,SF,0.7651515151515151,0.4253281305427456,0.26125724476148016,0.5517241379310345,0.5348837209302326,0.26834659593280286,0.18206106870229005,0.2511415525114155,0.20669291338582677,0.22,0.28,0.37,0.24,0.24,0.2,0.21,0.31,0.25,0.27,0.09,0.38,0.14,0.21,0.4,0.24
107,Dante Exum,CLE,SG,0.17045454545454544,0.2713728272437034,0.18947837717342844,0.4137931034482761,0.39534883720930236,0.1653404067197171,0.32290076335877865,0.16818873668188739,0.15551181102362202,0.32,0.22,0.31,0.34,0.38,0.25,0.26,0.14,0.2,0.16,0.34,0.29,0.11,0.47,0.39,0.29
108,Derrick Favors,NOP,C,0.4053030303030303,0.6342674707343029,0.6072224699063754,0.5517241379310345,0.06976744186046512,0.5985853227232538,0.37175572519083966,0.4185692541856926,0.6043307086614174,0.43,0.02,0.06,0.71,0.66,0.25,0.33,0.65,0.53,0.58,0.11,0.38,0.44,0.26,0.28,0.41
109,Cristiano Felicio,CHI,PF,0.25,0.2252571833983682,0.3695942933571111,0.6206896551724138,0.023255813953488372,0.5455349248452698,0.12862595419847325,0.25570776255707767,0.1515748031496063,0.14,0.0,0.02,0.43,0.4,0.22,0.27,0.73,0.46,0.55,0.1,0.19,0.14,0.23,0.39,0.2
110,Terrance Ferguson,OKC,SF,0.16856060606060605,0.4331323164242639,0.0,0.37931034482758635,0.8255813953488372,0.029177718832891237,0.016793893129770972,0.20547945205479456,0.22440944881889766,0.12,0.34,0.45,0.05,0.07,0.02,0.02,0.1,0.04,0.04,0.05,0.29,0.08,0.09,0.51,0.09
111,Yogi Ferrell,SAC,PG,0.36553030303030304,0.453352252571834,0.2831029870708872,0.4137931034482761,0.5232558139534884,0.1158267020335986,0.31870229007633594,0.23744292237442927,0.19291338582677164,0.39,0.4,0.47,0.25,0.33,0.18,0.17,0.06,0.16,0.11,0.36,0.43,0.06,0.28,0.19,0.31
112,Dorian Finney-Smith,DAL,PF,0.2878787878787879,0.5643845335225257,0.18279090503789566,0.37931034482758635,0.627906976744186,0.2900088417329797,0.12824427480916029,0.25570776255707767,0.3267716535433071,0.2,0.32,0.41,0.17,0.18,0.1,0.11,0.37,0.29,0.3,0.11,0.33,0.17,0.16,0.3,0.17
113,Bryn Forbes,SAS,SG,0.30113636363636365,0.4703795672224192,0.1836825679893001,0.44827586206896575,0.627906976744186,0.08045977011494256,0.3,0.26027397260273977,0.19881889763779528,0.43,0.54,0.59,0.23,0.28,0.11,0.1,0.02,0.14,0.09,0.19,0.19,0.0,0.16,0.19,0.35
114,Evan Fournier,ORL,SG,0.4715909090909091,0.8378857750975524,0.37851092287115473,0.5172413793103448,0.4883720930232558,0.09593280282935455,0.4881679389312977,0.33866057838660585,0.3425196850393701,0.59,0.48,0.55,0.43,0.47,0.28,0.3,0.04,0.14,0.11,0.29,0.38,0.03,0.35,0.26,0.5
115,De'Aaron Fox,SAC,PG,0.19507575757575757,0.7729691379921958,0.46054391440035675,0.3448275862068967,0.2441860465116279,0.14588859416445624,0.6019083969465648,0.2595129375951294,0.36023622047244097,0.64,0.22,0.29,0.64,0.71,0.41,0.5,0.08,0.2,0.15,0.67,0.67,0.14,0.63,0.28,0.53
116,Tim Frazier,DET,PG,0.509469696969697,0.31500532103582823,0.25144895229603215,0.2758620689655173,0.37209302325581395,0.19849690539345716,0.2198473282442748,0.2077625570776256,0.15551181102362202,0.22,0.2,0.25,0.25,0.33,0.18,0.2,0.16,0.23,0.21,0.76,0.52,0.06,0.51,0.37,0.18
117,Markelle Fultz,ORL,PG,0.005681818181818182,0.603405462930117,0.3312527864467231,0.24137931034482762,0.16279069767441862,0.19098143236074275,0.44236641221374046,0.1879756468797565,0.31496062992125984,0.53,0.12,0.17,0.6,0.68,0.19,0.25,0.16,0.23,0.19,0.6,0.62,0.08,0.47,0.28,0.36
118,Danilo Gallinari,OKC,PF,0.3125,0.8332742107130187,0.5755684351315203,0.6551724137931035,0.5116279069767442,0.2842617152961981,0.49694656488549616,0.5624048706240488,0.26968503937007876,0.56,0.5,0.55,0.36,0.44,0.66,0.62,0.12,0.38,0.29,0.2,0.24,0.08,0.23,0.07,0.61
119,Langston Galloway,DET,SG,0.6287878787878788,0.4618659098971266,0.23629068212215787,0.3448275862068967,0.6511627906976745,0.13439434129089303,0.2877862595419847,0.24657534246575347,0.2421259842519685,0.42,0.5,0.6,0.17,0.27,0.14,0.13,0.1,0.18,0.14,0.19,0.43,0.06,0.07,0.19,0.3
120,Marc Gasol,TOR,C,0.5662878787878788,0.8283079106065979,0.4962104324565314,0.4137931034482761,0.32558139534883723,0.44871794871794873,0.4748091603053436,0.3082191780821918,0.5787401574803149,0.52,0.28,0.31,0.49,0.58,0.34,0.37,0.18,0.57,0.44,0.42,0.33,0.39,0.44,0.26,0.44
121,Rudy Gay,SAS,PF,0.36174242424242425,0.6587442355445193,0.4792688363798484,0.4827586206896554,0.3023255813953489,0.4248452696728559,0.5095419847328245,0.26864535768645365,0.3700787401574803,0.6,0.26,0.34,0.59,0.64,0.32,0.32,0.27,0.5,0.42,0.21,0.48,0.22,0.42,0.25,0.5
122,Paul George,LAC,SF,0.48863636363636365,0.9464349059950335,0.6633972358448507,0.5517241379310345,0.5,0.32670203359858535,0.7290076335877863,0.5197869101978692,0.7952755905511811,0.81,0.62,0.7,0.51,0.59,0.53,0.53,0.14,0.43,0.34,0.32,0.76,0.11,0.58,0.26,0.73
123,Taj Gibson,NYK,C,0.6458333333333334,0.6080170273146506,0.43869817209094963,0.5517241379310345,0.03488372093023256,0.4664014146772768,0.2690839694656489,0.3751902587519026,0.3582677165354331,0.35,0.02,0.03,0.61,0.6,0.2,0.23,0.59,0.41,0.48,0.08,0.24,0.31,0.23,0.32,0.32
124,Harry Giles,SAC,PF,0.003787878787878788,0.20645619013834693,0.4168524297815426,0.44827586206896575,0.011627906976744186,0.5291777188328912,0.4729007633587787,0.18645357686453579,0.19881889763779528,0.57,0.0,0.03,0.82,0.82,0.23,0.28,0.45,0.58,0.54,0.29,0.48,0.28,0.53,0.89,0.46
125,Shai Gilgeous-Alexander,OKC,SG,0.0946969696969697,0.773323873714083,0.4213107445385645,0.4827586206896554,0.2558139534883721,0.20026525198938996,0.4248091603053435,0.33028919330289197,0.49409448818897644,0.5,0.22,0.27,0.54,0.59,0.35,0.38,0.12,0.29,0.21,0.33,0.52,0.19,0.37,0.16,0.45
126,Rudy Gobert,UTA,C,0.4640151515151515,0.864845689960979,0.7097637093178779,0.8275862068965519,0.0,0.8023872679045093,0.2591603053435114,0.6453576864535769,0.9744094488188975,0.19,0.0,0.0,0.57,0.46,0.41,0.56,0.71,0.79,0.79,0.09,0.24,0.69,0.35,0.32,0.36
127,Aaron Gordon,ORL,PF,0.4810606060606061,0.7672933664420006,0.43156486847971465,0.37931034482758635,0.3604651162790698,0.4208664898320071,0.42175572519083976,0.30745814307458147,0.4744094488188977,0.52,0.28,0.39,0.48,0.51,0.26,0.32,0.35,0.46,0.42,0.25,0.33,0.22,0.3,0.19,0.42
128,Eric Gordon,HOU,SF,0.36174242424242425,0.8048953529620433,0.32099866250557296,0.4827586206896554,0.7325581395348837,0.05614500442086648,0.4885496183206107,0.30974124809741255,0.24606299212598426,0.62,0.7,0.84,0.25,0.29,0.25,0.26,0.02,0.1,0.07,0.19,0.24,0.14,0.3,0.16,0.51
129,Devonte' Graham,CHO,PG,0.013257575757575758,0.6388790351188364,0.3366027641551494,0.2758620689655173,0.686046511627907,0.09946949602122017,0.4522900763358779,0.27168949771689505,0.14763779527559054,0.57,0.62,0.77,0.18,0.29,0.3,0.3,0.1,0.13,0.11,0.68,0.38,0.08,0.49,0.11,0.44
130,Treveon Graham,ATL,SG,0.2518939393939394,0.2745654487406881,0.0780205082478823,0.2758620689655173,0.5697674418604651,0.21175950486295317,0.10610687022900761,0.17732115677321159,0.10826771653543307,0.21,0.32,0.38,0.14,0.19,0.11,0.15,0.27,0.22,0.22,0.11,0.29,0.06,0.09,0.42,0.14
131,Jerami Grant,DEN,PF,0.6950757575757576,0.5523235189783611,0.3085153811859117,0.5172413793103448,0.37209302325581395,0.24624226348364278,0.2114503816793893,0.3272450532724506,0.41141732283464566,0.29,0.24,0.29,0.34,0.36,0.27,0.36,0.24,0.3,0.26,0.08,0.29,0.44,0.16,0.33,0.3
132,Jerian Grant,WAS,PG,0.3352272727272727,0.3345157857396239,0.28354881854658937,0.3448275862068967,0.4418604651162791,0.1273209549071618,0.26717557251908397,0.23439878234398784,0.22637795275590553,0.31,0.24,0.33,0.27,0.33,0.24,0.25,0.08,0.18,0.13,0.53,0.52,0.06,0.35,0.28,0.25
133,Danny Green,LAL,SG,0.4981060606060606,0.6285916991841077,0.23495318769505125,0.44827586206896575,0.7558139534883721,0.21131741821396996,0.1862595419847328,0.23135464231354644,0.6299212598425197,0.28,0.5,0.57,0.1,0.16,0.05,0.03,0.12,0.27,0.21,0.15,0.52,0.31,0.21,0.21,0.22
134,Draymond Green,GSW,PF,0.4431818181818182,0.844980489535296,0.44315648684797143,0.4137931034482761,0.4418604651162791,0.45800176834659595,0.25572519083969464,0.37366818873668195,0.7972440944881889,0.24,0.22,0.31,0.28,0.29,0.2,0.24,0.22,0.6,0.47,0.73,0.71,0.36,0.58,0.3,0.22
135,JaMychal Green,LAC,PF,0.5700757575757576,0.5033699893579283,0.35042353990191705,0.5172413793103448,0.38372093023255816,0.5694076038903625,0.2958015267175573,0.2671232876712329,0.36220472440944884,0.34,0.28,0.31,0.36,0.4,0.2,0.22,0.53,0.58,0.56,0.07,0.33,0.22,0.33,0.56,0.31
136,Jeff Green,HOU,PF-C,0.7159090909090909,0.5775097552323519,0.3201069995541685,0.44827586206896575,0.41860465116279066,0.22148541114058357,0.37404580152671757,0.26940639269406397,0.20866141732283466,0.44,0.3,0.39,0.41,0.45,0.31,0.33,0.16,0.27,0.22,0.13,0.29,0.17,0.26,0.25,0.39
137,Jeff Green,HOU,PF,0.7159090909090909,0.5775097552323519,0.3201069995541685,0.44827586206896575,0.41860465116279066,0.22148541114058357,0.37404580152671757,0.26940639269406397,0.20866141732283466,0.44,0.3,0.39,0.41,0.45,0.31,0.33,0.16,0.27,0.22,0.13,0.29,0.17,0.26,0.25,0.39
138,Jeff Green,HOU,C,0.7159090909090909,0.5775097552323519,0.3201069995541685,0.44827586206896575,0.41860465116279066,0.22148541114058357,0.37404580152671757,0.26940639269406397,0.20866141732283466,0.44,0.3,0.39,0.41,0.45,0.31,0.33,0.16,0.27,0.22,0.13,0.29,0.17,0.26,0.25,0.39
139,Blake Griffin,DET,PF,0.38446969696969696,0.8996097907059242,0.6437806509139546,0.44827586206896575,0.313953488372093,0.4146772767462423,0.7427480916030534,0.4246575342465754,0.39566929133858264,0.78,0.34,0.43,0.7,0.75,0.55,0.61,0.25,0.5,0.42,0.49,0.19,0.11,0.58,0.23,0.69
140,Tim Hardaway Jr.,DAL,SG,0.1875,0.7942532813054275,0.3557735176103433,0.44827586206896575,0.6046511627906977,0.12643678160919544,0.5416030534351146,0.2929984779299848,0.18307086614173226,0.7,0.6,0.74,0.35,0.44,0.36,0.38,0.08,0.2,0.15,0.21,0.24,0.03,0.26,0.16,0.57
141,James Harden,HOU,SG,0.5284090909090909,1.0,1.0,0.6551724137931035,0.5813953488372093,0.3081343943412909,1.0,1.0,0.687007874015748,0.95,0.74,0.9,0.55,0.58,1.0,1.0,0.14,0.41,0.32,0.78,0.71,0.19,1.0,0.23,1.0
142,Maurice Harkless,NYK,SF,0.5606060606060606,0.5203973040085136,0.272848863129737,0.5172413793103448,0.39534883720930236,0.2701149425287357,0.13893129770992368,0.26788432267884327,0.35039370078740156,0.21,0.18,0.26,0.31,0.3,0.1,0.15,0.33,0.28,0.28,0.1,0.52,0.31,0.21,0.39,0.2
143,Montrezl Harrell,LAC,C,0.4090909090909091,0.44022703086200776,0.7088720463664734,0.7586206896551726,0.023255813953488372,0.4173297966401416,0.4645038167938931,0.47336377473363783,0.35039370078740156,0.56,0.0,0.03,0.99,0.82,0.42,0.56,0.53,0.4,0.44,0.15,0.33,0.44,0.37,0.46,0.63
144,Gary Harris,DEN,SG,0.3996212121212121,0.8261794962752749,0.34106107891217124,0.5172413793103448,0.4651162790697675,0.09460654288240494,0.3232824427480916,0.3508371385083714,0.2677165354330709,0.44,0.38,0.44,0.39,0.4,0.18,0.19,0.12,0.12,0.1,0.21,0.57,0.06,0.23,0.14,0.37
145,Joe Harris,BRK,SF,0.3371212121212121,0.6548421426037602,0.2875613018279091,0.6551724137931035,0.6511627906976745,0.18390804597701152,0.28320610687022896,0.350076103500761,0.26968503937007876,0.41,0.56,0.57,0.25,0.28,0.14,0.12,0.14,0.25,0.2,0.18,0.19,0.08,0.28,0.26,0.39
146,Tobias Harris,PHI,PF,1.0,0.8868393047179849,0.4886312973695943,0.5172413793103448,0.3604651162790698,0.33819628647214856,0.4736641221374046,0.41704718417047193,0.44291338582677164,0.61,0.36,0.42,0.55,0.58,0.28,0.28,0.16,0.45,0.35,0.21,0.29,0.14,0.26,0.16,0.52
147,Shaquille Harrison,CHI,SF,0.07007575757575757,0.2855622561191912,0.386535889433794,0.3448275862068967,0.2558139534883721,0.26436781609195403,0.2893129770992366,0.17732115677321159,0.24606299212598426,0.35,0.14,0.21,0.43,0.48,0.24,0.28,0.18,0.34,0.28,0.31,1.0,0.25,0.23,0.37,0.28
148,Josh Hart,NOP,SF,0.17613636363636365,0.5963107484923731,0.23049487293802942,0.4827586206896554,0.686046511627907,0.3129973474801061,0.16946564885496182,0.24505327245053277,0.36220472440944884,0.28,0.42,0.52,0.16,0.18,0.15,0.16,0.16,0.43,0.34,0.13,0.48,0.17,0.19,0.28,0.25
149,Gordon Hayward,BOS,SF,0.3333333333333333,0.8499467896417168,0.562639322336157,0.5517241379310345,0.39534883720930236,0.2749778956675509,0.5312977099236641,0.5235920852359209,0.5807086614173229,0.58,0.36,0.43,0.51,0.54,0.43,0.45,0.14,0.36,0.28,0.34,0.38,0.08,0.4,0.11,0.55
150,John Henson,DET,PF,0.3465909090909091,0.37637460092231284,0.4770396790013375,0.5172413793103448,0.10465116279069767,0.5371352785145889,0.2679389312977099,0.2640791476407915,0.2795275590551181,0.28,0.04,0.07,0.54,0.51,0.18,0.27,0.51,0.51,0.51,0.16,0.29,0.72,0.33,0.51,0.28
151,Juan Hernangomez,MIN,PF,0.2859848484848485,0.2802412202908832,0.22469906375390106,0.44827586206896575,0.6395348837209303,0.39832007073386394,0.17251908396946564,0.22070015220700157,0.1653543307086614,0.26,0.36,0.46,0.17,0.21,0.19,0.21,0.31,0.44,0.41,0.08,0.29,0.11,0.19,0.21,0.24
152,Willy Hernangomez,CHO,C,0.2935606060606061,0.18233416105001768,0.6295140436914847,0.5862068965517241,0.09302325581395349,0.7639257294429708,0.44351145038167944,0.25570776255707767,0.19094488188976377,0.45,0.06,0.1,0.67,0.66,0.35,0.48,0.9,0.74,0.79,0.2,0.38,0.31,0.49,0.49,0.46
153,Mario Hezonja,POR,PF,0.4318181818181818,0.3557999290528556,0.19081587160053506,0.310344827586207,0.4767441860465116,0.27055702917771884,0.32786259541984736,0.13242009132420093,0.2362204724409449,0.41,0.32,0.43,0.33,0.38,0.17,0.18,0.12,0.38,0.28,0.19,0.52,0.11,0.37,0.33,0.29
154,Buddy Hield,SAC,SG,0.5606060606060606,0.6466832210003547,0.38296923762817653,0.4827586206896554,0.5813953488372093,0.23121131741821396,0.5366412213740458,0.2640791476407915,0.2795275590551181,0.71,0.7,0.74,0.37,0.46,0.15,0.14,0.14,0.3,0.24,0.21,0.29,0.08,0.4,0.21,0.56
155,George Hill,MIL,PG,0.6325757575757576,0.6402979780063852,0.36469014712438697,0.5517241379310345,0.4883720930232558,0.14323607427055707,0.2645038167938931,0.34094368340943687,0.31889763779527563,0.34,0.36,0.39,0.3,0.33,0.22,0.24,0.16,0.17,0.15,0.33,0.43,0.08,0.26,0.21,0.32
156,Solomon Hill,MIA,SF,0.3996212121212121,0.4338417878680383,0.14489522960321,0.3448275862068967,0.627906976744186,0.237842617152962,0.1083969465648855,0.19025875190258754,0.26377952755905515,0.17,0.32,0.39,0.1,0.16,0.12,0.12,0.16,0.29,0.24,0.2,0.43,0.08,0.21,0.28,0.14
157,Aaron Holiday,IND,PG,0.026515151515151516,0.39127350124157506,0.2585822559072671,0.3448275862068967,0.5,0.11715296198054817,0.39770992366412206,0.18036529680365299,0.27755905511811024,0.48,0.4,0.48,0.3,0.41,0.17,0.17,0.04,0.17,0.11,0.44,0.48,0.11,0.35,0.28,0.34
158,Jrue Holiday,NOP,SG,0.45265151515151514,0.892160340546293,0.5470352206865805,0.44827586206896575,0.3604651162790698,0.17020335985853227,0.5851145038167939,0.36681887366818877,0.44094488188976383,0.69,0.34,0.43,0.61,0.65,0.26,0.29,0.14,0.22,0.19,0.67,0.62,0.19,0.58,0.19,0.54
